# Incidents,Incident Reported Month,Incident Reported Quarter,Incident Reported Year,Neighbourhood Description (Occurrence),UCR Violation Type Group (Incident)
14,9,Q3,2013,CENTRAL MCDOUGALL,Assault
13,10,Q4,2013,CENTRAL MCDOUGALL,Assault
16,11,Q4,2013,CENTRAL MCDOUGALL,Assault
7,12,Q4,2013,CENTRAL MCDOUGALL,Assault
3,1,Q1,2013,CENTRAL MCDOUGALL,Break and Enter
7,3,Q1,2013,CENTRAL MCDOUGALL,Break and Enter
4,4,Q2,2013,CENTRAL MCDOUGALL,Break and Enter
4,5,Q2,2013,CENTRAL MCDOUGALL,Break and Enter
5,6,Q2,2013,CENTRAL MCDOUGALL,Break and Enter
9,7,Q3,2013,CENTRAL MCDOUGALL,Break and Enter
3,8,Q3,2013,CENTRAL MCDOUGALL,Break and Enter
4,9,Q3,2013,CENTRAL MCDOUGALL,Break and Enter
3,10,Q4,2013,CENTRAL MCDOUGALL,Break and Enter
6,11,Q4,2013,CENTRAL MCDOUGALL,Break and Enter
1,7,Q3,2013,CENTRAL MCDOUGALL,Homicide
1,12,Q4,2013,CENTRAL MCDOUGALL,Homicide
2,3,Q1,2013,CENTRAL MCDOUGALL,Robbery
3,4,Q2,2013,CENTRAL MCDOUGALL,Robbery
2,5,Q2,2013,CENTRAL MCDOUGALL,Robbery
3,6,Q2,2013,CENTRAL MCDOUGALL,Robbery
4,9,Q3,2013,CENTRAL MCDOUGALL,Robbery
2,10,Q4,2013,CENTRAL MCDOUGALL,Robbery
3,11,Q4,2013,CENTRAL MCDOUGALL,Robbery
3,12,Q4,2013,CENTRAL MCDOUGALL,Robbery
2,1,Q1,2013,CENTRAL MCDOUGALL,Sexual Assaults
2,2,Q1,2013,CENTRAL MCDOUGALL,Sexual Assaults
2,5,Q2,2013,CENTRAL MCDOUGALL,Sexual Assaults
1,6,Q2,2013,CENTRAL MCDOUGALL,Sexual Assaults
3,7,Q3,2013,CENTRAL MCDOUGALL,Sexual Assaults
2,8,Q3,2013,CENTRAL MCDOUGALL,Sexual Assaults
1,9,Q3,2013,CENTRAL MCDOUGALL,Sexual Assaults
3,11,Q4,2013,CENTRAL MCDOUGALL,Sexual Assaults
3,1,Q1,2013,CENTRAL MCDOUGALL,Theft From Vehicle
4,2,Q1,2013,CENTRAL MCDOUGALL,Theft From Vehicle
5,3,Q1,2013,CENTRAL MCDOUGALL,Theft From Vehicle
9,4,Q2,2013,CENTRAL MCDOUGALL,Theft From Vehicle
3,5,Q2,2013,CENTRAL MCDOUGALL,Theft From Vehicle
4,6,Q2,2013,CENTRAL MCDOUGALL,Theft From Vehicle
10,7,Q3,2013,CENTRAL MCDOUGALL,Theft From Vehicle
5,8,Q3,2013,CENTRAL MCDOUGALL,Theft From Vehicle
4,9,Q3,2013,CENTRAL MCDOUGALL,Theft From Vehicle
7,10,Q4,2013,CENTRAL MCDOUGALL,Theft From Vehicle
4,11,Q4,2013,CENTRAL MCDOUGALL,Theft From Vehicle
9,12,Q4,2013,CENTRAL MCDOUGALL,Theft From Vehicle
4,1,Q1,2013,CENTRAL MCDOUGALL,Theft Of Vehicle
5,2,Q1,2013,CENTRAL MCDOUGALL,Theft Of Vehicle
6,4,Q2,2013,CENTRAL MCDOUGALL,Theft Of Vehicle
3,5,Q2,2013,CENTRAL MCDOUGALL,Theft Of Vehicle
1,6,Q2,2013,CENTRAL MCDOUGALL,Theft Of Vehicle
6,7,Q3,2013,CENTRAL MCDOUGALL,Theft Of Vehicle
3,9,Q3,2013,CENTRAL MCDOUGALL,Theft Of Vehicle
4,10,Q4,2013,CENTRAL MCDOUGALL,Theft Of Vehicle
3,11,Q4,2013,CENTRAL MCDOUGALL,Theft Of Vehicle
1,12,Q4,2013,CENTRAL MCDOUGALL,Theft Of Vehicle
1,9,Q3,2013,CENTRAL MCDOUGALL,Theft Over $5000
1,3,Q1,2013,CHAMBERY,Assault
1,6,Q2,2013,CHAMBERY,Assault
1,4,Q2,2013,CHAMBERY,Break and Enter
1,5,Q2,2013,CHAMBERY,Break and Enter
3,7,Q3,2013,CHAMBERY,Break and Enter
1,8,Q3,2013,CHAMBERY,Break and Enter
1,9,Q3,2013,CHAMBERY,Break and Enter
1,12,Q4,2013,CHAMBERY,Break and Enter
1,1,Q1,2013,CHAMBERY,Robbery
1,3,Q1,2013,CHAMBERY,Theft From Vehicle
1,6,Q2,2013,CHAMBERY,Theft From Vehicle
2,7,Q3,2013,CHAMBERY,Theft From Vehicle
1,9,Q3,2013,CHAMBERY,Theft From Vehicle
1,2,Q1,2013,CHAMBERY,Theft Of Vehicle
1,4,Q2,2013,CHAMBERY,Theft Of Vehicle
1,6,Q2,2013,CHAMBERY,Theft Of Vehicle
1,7,Q3,2013,CHAMBERY,Theft Of Vehicle
1,8,Q3,2013,CHAMBERY,Theft Of Vehicle
1,9,Q3,2013,CHAMBERY,Theft Of Vehicle
1,9,Q3,2013,CHAPPELLE AREA,Assault
2,5,Q2,2013,CHAPPELLE AREA,Break and Enter
1,6,Q2,2013,CHAPPELLE AREA,Break and Enter
1,7,Q3,2013,CHAPPELLE AREA,Break and Enter
1,8,Q3,2013,CHAPPELLE AREA,Break and Enter
1,1,Q1,2013,CHAPPELLE AREA,Theft From Vehicle
1,2,Q1,2013,CHAPPELLE AREA,Theft From Vehicle
1,5,Q2,2013,CHAPPELLE AREA,Theft From Vehicle
1,8,Q3,2013,CHAPPELLE AREA,Theft From Vehicle
1,9,Q3,2013,CHAPPELLE AREA,Theft From Vehicle
1,10,Q4,2013,CHAPPELLE AREA,Theft From Vehicle
1,8,Q3,2013,CHAPPELLE AREA,Theft Of Vehicle
1,10,Q4,2013,CHAPPELLE AREA,Theft Of Vehicle
1,11,Q4,2013,CHAPPELLE AREA,Theft Of Vehicle
1,2,Q1,2013,CHAPPELLE AREA,Theft Over $5000
1,7,Q3,2013,CHAPPELLE AREA,Theft Over $5000
1,3,Q1,2013,CHARLESWORTH,Assault
1,6,Q2,2013,CHARLESWORTH,Assault
1,9,Q3,2013,CHARLESWORTH,Assault
1,10,Q4,2013,CHARLESWORTH,Assault
3,1,Q1,2013,CHARLESWORTH,Break and Enter
3,2,Q1,2013,CHARLESWORTH,Break and Enter
1,3,Q1,2013,CHARLESWORTH,Break and Enter
2,4,Q2,2013,CHARLESWORTH,Break and Enter
1,8,Q3,2013,CHARLESWORTH,Break and Enter
1,11,Q4,2013,CHARLESWORTH,Break and Enter
1,12,Q4,2013,CHARLESWORTH,Break and Enter
1,1,Q1,2013,CHARLESWORTH,Theft From Vehicle
3,2,Q1,2013,CHARLESWORTH,Theft From Vehicle
2,3,Q1,2013,CHARLESWORTH,Theft From Vehicle
1,4,Q2,2013,CHARLESWORTH,Theft From Vehicle
1,5,Q2,2013,CHARLESWORTH,Theft From Vehicle
2,6,Q2,2013,CHARLESWORTH,Theft From Vehicle
1,7,Q3,2013,CHARLESWORTH,Theft From Vehicle
1,8,Q3,2013,CHARLESWORTH,Theft From Vehicle
1,9,Q3,2013,CHARLESWORTH,Theft From Vehicle
1,10,Q4,2013,CHARLESWORTH,Theft From Vehicle
1,11,Q4,2013,CHARLESWORTH,Theft From Vehicle
3,12,Q4,2013,CHARLESWORTH,Theft From Vehicle
1,1,Q1,2013,CHARLESWORTH,Theft Of Vehicle
1,2,Q1,2013,CHARLESWORTH,Theft Of Vehicle
4,8,Q3,2013,CHARLESWORTH,Theft Of Vehicle
1,9,Q3,2013,CHARLESWORTH,Theft Of Vehicle
2,10,Q4,2013,CHARLESWORTH,Theft Of Vehicle
2,12,Q4,2013,CHARLESWORTH,Theft Of Vehicle
1,4,Q2,2013,CHARLESWORTH,Theft Over $5000
4,1,Q1,2013,CLAREVIEW TOWN CENTRE,Assault
6,2,Q1,2013,CLAREVIEW TOWN CENTRE,Assault
7,3,Q1,2013,CLAREVIEW TOWN CENTRE,Assault
5,4,Q2,2013,CLAREVIEW TOWN CENTRE,Assault
3,5,Q2,2013,CLAREVIEW TOWN CENTRE,Assault
5,6,Q2,2013,CLAREVIEW TOWN CENTRE,Assault
3,7,Q3,2013,CLAREVIEW TOWN CENTRE,Assault
2,9,Q3,2013,CLAREVIEW TOWN CENTRE,Assault
2,10,Q4,2013,CLAREVIEW TOWN CENTRE,Assault
6,11,Q4,2013,CLAREVIEW TOWN CENTRE,Assault
3,12,Q4,2013,CLAREVIEW TOWN CENTRE,Assault
4,1,Q1,2013,CLAREVIEW TOWN CENTRE,Break and Enter
4,2,Q1,2013,CLAREVIEW TOWN CENTRE,Break and Enter
2,3,Q1,2013,CLAREVIEW TOWN CENTRE,Break and Enter
2,6,Q2,2013,CLAREVIEW TOWN CENTRE,Break and Enter
2,7,Q3,2013,CLAREVIEW TOWN CENTRE,Break and Enter
3,10,Q4,2013,CLAREVIEW TOWN CENTRE,Break and Enter
3,1,Q1,2013,CLAREVIEW TOWN CENTRE,Robbery
1,2,Q1,2013,CLAREVIEW TOWN CENTRE,Robbery
2,3,Q1,2013,CLAREVIEW TOWN CENTRE,Robbery
1,5,Q2,2013,CLAREVIEW TOWN CENTRE,Robbery
4,10,Q4,2013,CLAREVIEW TOWN CENTRE,Robbery
3,11,Q4,2013,CLAREVIEW TOWN CENTRE,Robbery
1,12,Q4,2013,CLAREVIEW TOWN CENTRE,Robbery
2,1,Q1,2013,CLAREVIEW TOWN CENTRE,Sexual Assaults
2,6,Q2,2013,CLAREVIEW TOWN CENTRE,Sexual Assaults
2,1,Q1,2013,CLAREVIEW TOWN CENTRE,Theft From Vehicle
2,3,Q1,2013,CLAREVIEW TOWN CENTRE,Theft From Vehicle
3,4,Q2,2013,CLAREVIEW TOWN CENTRE,Theft From Vehicle
3,5,Q2,2013,CLAREVIEW TOWN CENTRE,Theft From Vehicle
1,6,Q2,2013,CLAREVIEW TOWN CENTRE,Theft From Vehicle
1,7,Q3,2013,CLAREVIEW TOWN CENTRE,Theft From Vehicle
1,8,Q3,2013,CLAREVIEW TOWN CENTRE,Theft From Vehicle
5,9,Q3,2013,CLAREVIEW TOWN CENTRE,Theft From Vehicle
4,10,Q4,2013,CLAREVIEW TOWN CENTRE,Theft From Vehicle
6,11,Q4,2013,CLAREVIEW TOWN CENTRE,Theft From Vehicle
7,12,Q4,2013,CLAREVIEW TOWN CENTRE,Theft From Vehicle
1,1,Q1,2013,CLAREVIEW TOWN CENTRE,Theft Of Vehicle
1,2,Q1,2013,CLAREVIEW TOWN CENTRE,Theft Of Vehicle
2,4,Q2,2013,CLAREVIEW TOWN CENTRE,Theft Of Vehicle
2,6,Q2,2013,CLAREVIEW TOWN CENTRE,Theft Of Vehicle
1,7,Q3,2013,CLAREVIEW TOWN CENTRE,Theft Of Vehicle
1,8,Q3,2013,CLAREVIEW TOWN CENTRE,Theft Of Vehicle
5,10,Q4,2013,CLAREVIEW TOWN CENTRE,Theft Of Vehicle
3,11,Q4,2013,CLAREVIEW TOWN CENTRE,Theft Of Vehicle
2,12,Q4,2013,CLAREVIEW TOWN CENTRE,Theft Of Vehicle
2,1,Q1,2013,CLOVER BAR AREA,Assault
1,7,Q3,2013,CLOVER BAR AREA,Assault
1,9,Q3,2013,CLOVER BAR AREA,Assault
4,1,Q1,2013,CLOVER BAR AREA,Break and Enter
1,4,Q2,2013,CLOVER BAR AREA,Break and Enter
3,5,Q2,2013,CLOVER BAR AREA,Break and Enter
3,6,Q2,2013,CLOVER BAR AREA,Break and Enter
2,7,Q3,2013,CLOVER BAR AREA,Break and Enter
1,8,Q3,2013,CLOVER BAR AREA,Break and Enter
1,11,Q4,2013,CLOVER BAR AREA,Break and Enter
5,12,Q4,2013,CLOVER BAR AREA,Break and Enter
1,1,Q1,2013,CLOVER BAR AREA,Theft From Vehicle
1,2,Q1,2013,CLOVER BAR AREA,Theft From Vehicle
2,3,Q1,2013,CLOVER BAR AREA,Theft From Vehicle
1,5,Q2,2013,CLOVER BAR AREA,Theft From Vehicle
1,6,Q2,2013,CLOVER BAR AREA,Theft From Vehicle
1,7,Q3,2013,CLOVER BAR AREA,Theft From Vehicle
1,8,Q3,2013,CLOVER BAR AREA,Theft From Vehicle
1,1,Q1,2013,CLOVER BAR AREA,Theft Of Vehicle
1,5,Q2,2013,CLOVER BAR AREA,Theft Of Vehicle
1,7,Q3,2013,CLOVER BAR AREA,Theft Of Vehicle
1,11,Q4,2013,CLOVER BAR AREA,Theft Of Vehicle
3,12,Q4,2013,CLOVER BAR AREA,Theft Of Vehicle
1,4,Q2,2013,CLOVER BAR AREA,Theft Over $5000
2,7,Q3,2013,CLOVER BAR AREA,Theft Over $5000
1,4,Q2,2013,CLOVERDALE,Assault
2,6,Q2,2013,CLOVERDALE,Assault
1,12,Q4,2013,CLOVERDALE,Assault
1,1,Q1,2013,CLOVERDALE,Break and Enter
1,2,Q1,2013,CLOVERDALE,Break and Enter
1,6,Q2,2013,CLOVERDALE,Break and Enter
2,8,Q3,2013,CLOVERDALE,Break and Enter
2,10,Q4,2013,CLOVERDALE,Break and Enter
1,11,Q4,2013,CLOVERDALE,Break and Enter
1,12,Q4,2013,CLOVERDALE,Break and Enter
1,5,Q2,2013,CLOVERDALE,Sexual Assaults
1,1,Q1,2013,CLOVERDALE,Theft From Vehicle
1,4,Q2,2013,CLOVERDALE,Theft From Vehicle
1,5,Q2,2013,CLOVERDALE,Theft From Vehicle
1,7,Q3,2013,CLOVERDALE,Theft From Vehicle
1,8,Q3,2013,CLOVERDALE,Theft From Vehicle
1,10,Q4,2013,CLOVERDALE,Theft From Vehicle
1,4,Q2,2013,CLOVERDALE,Theft Of Vehicle
1,6,Q2,2013,CLOVERDALE,Theft Of Vehicle
1,7,Q3,2013,CLOVERDALE,Theft Of Vehicle
1,12,Q4,2013,CLOVERDALE,Theft Of Vehicle
1,8,Q3,2013,CLOVERDALE,Theft Over $5000
1,1,Q1,2013,CORONET ADDITION INDUSTRIAL,Assault
1,4,Q2,2013,CORONET ADDITION INDUSTRIAL,Assault
1,6,Q2,2013,CORONET ADDITION INDUSTRIAL,Assault
1,8,Q3,2013,CORONET ADDITION INDUSTRIAL,Assault
5,7,Q3,2013,CORONET ADDITION INDUSTRIAL,Break and Enter
2,8,Q3,2013,CORONET ADDITION INDUSTRIAL,Break and Enter
2,9,Q3,2013,CORONET ADDITION INDUSTRIAL,Break and Enter
1,10,Q4,2013,CORONET ADDITION INDUSTRIAL,Break and Enter
2,11,Q4,2013,CORONET ADDITION INDUSTRIAL,Break and Enter
1,7,Q3,2013,CORONET ADDITION INDUSTRIAL,Robbery
1,9,Q3,2013,CORONET ADDITION INDUSTRIAL,Robbery
1,3,Q1,2013,CORONET ADDITION INDUSTRIAL,Sexual Assaults
2,3,Q1,2013,CORONET ADDITION INDUSTRIAL,Theft From Vehicle
1,4,Q2,2013,CORONET ADDITION INDUSTRIAL,Theft From Vehicle
3,6,Q2,2013,CORONET ADDITION INDUSTRIAL,Theft From Vehicle
3,8,Q3,2013,CORONET ADDITION INDUSTRIAL,Theft From Vehicle
1,9,Q3,2013,CORONET ADDITION INDUSTRIAL,Theft From Vehicle
3,11,Q4,2013,CORONET ADDITION INDUSTRIAL,Theft From Vehicle
1,4,Q2,2013,CORONET ADDITION INDUSTRIAL,Theft Of Vehicle
1,6,Q2,2013,CORONET ADDITION INDUSTRIAL,Theft Of Vehicle
1,9,Q3,2013,CORONET ADDITION INDUSTRIAL,Theft Of Vehicle
1,11,Q4,2013,CORONET ADDITION INDUSTRIAL,Theft Of Vehicle
2,12,Q4,2013,CORONET ADDITION INDUSTRIAL,Theft Of Vehicle
1,1,Q1,2013,CORONET INDUSTRIAL,Assault
2,5,Q2,2013,CORONET INDUSTRIAL,Assault
1,1,Q1,2013,CORONET INDUSTRIAL,Break and Enter
1,2,Q1,2013,CORONET INDUSTRIAL,Break and Enter
1,3,Q1,2013,CORONET INDUSTRIAL,Break and Enter
2,5,Q2,2013,CORONET INDUSTRIAL,Break and Enter
2,7,Q3,2013,CORONET INDUSTRIAL,Break and Enter
1,8,Q3,2013,CORONET INDUSTRIAL,Break and Enter
1,9,Q3,2013,CORONET INDUSTRIAL,Break and Enter
1,12,Q4,2013,CORONET INDUSTRIAL,Break and Enter
2,2,Q1,2013,CORONET INDUSTRIAL,Theft From Vehicle
1,5,Q2,2013,CORONET INDUSTRIAL,Theft From Vehicle
1,6,Q2,2013,CORONET INDUSTRIAL,Theft From Vehicle
2,7,Q3,2013,CORONET INDUSTRIAL,Theft From Vehicle
3,8,Q3,2013,CORONET INDUSTRIAL,Theft From Vehicle
1,10,Q4,2013,CORONET INDUSTRIAL,Theft From Vehicle
2,11,Q4,2013,CORONET INDUSTRIAL,Theft From Vehicle
1,12,Q4,2013,CORONET INDUSTRIAL,Theft From Vehicle
1,3,Q1,2013,CORONET INDUSTRIAL,Theft Of Vehicle
1,7,Q3,2013,CORONET INDUSTRIAL,Theft Of Vehicle
1,8,Q3,2013,CORONET INDUSTRIAL,Theft Of Vehicle
3,10,Q4,2013,CORONET INDUSTRIAL,Theft Of Vehicle
1,4,Q2,2013,CORONET INDUSTRIAL,Theft Over $5000
1,12,Q4,2013,CORONET INDUSTRIAL,Theft Over $5000
1,1,Q1,2013,CPR IRVINE,Assault
1,6,Q2,2013,CPR IRVINE,Assault
1,10,Q4,2013,CPR IRVINE,Assault
1,6,Q2,2013,CPR IRVINE,Break and Enter
3,1,Q1,2013,CPR IRVINE,Theft From Vehicle
1,5,Q2,2013,CPR IRVINE,Theft From Vehicle
1,9,Q3,2013,CPR IRVINE,Theft From Vehicle
2,11,Q4,2013,CPR IRVINE,Theft From Vehicle
1,12,Q4,2013,CPR IRVINE,Theft Of Vehicle
2,4,Q2,2013,CRAWFORD PLAINS,Assault
1,5,Q2,2013,CRAWFORD PLAINS,Assault
1,6,Q2,2013,CRAWFORD PLAINS,Assault
1,10,Q4,2013,CRAWFORD PLAINS,Assault
1,12,Q4,2013,CRAWFORD PLAINS,Assault
1,4,Q2,2013,CRAWFORD PLAINS,Break and Enter
2,8,Q3,2013,CRAWFORD PLAINS,Break and Enter
1,9,Q3,2013,CRAWFORD PLAINS,Break and Enter
2,8,Q3,2013,CRAWFORD PLAINS,Robbery
1,7,Q3,2013,CRAWFORD PLAINS,Sexual Assaults
1,11,Q4,2013,CRAWFORD PLAINS,Sexual Assaults
2,1,Q1,2013,CRAWFORD PLAINS,Theft From Vehicle
5,2,Q1,2013,CRAWFORD PLAINS,Theft From Vehicle
3,3,Q1,2013,CRAWFORD PLAINS,Theft From Vehicle
3,4,Q2,2013,CRAWFORD PLAINS,Theft From Vehicle
5,5,Q2,2013,CRAWFORD PLAINS,Theft From Vehicle
2,6,Q2,2013,CRAWFORD PLAINS,Theft From Vehicle
3,7,Q3,2013,CRAWFORD PLAINS,Theft From Vehicle
1,9,Q3,2013,CRAWFORD PLAINS,Theft From Vehicle
1,10,Q4,2013,CRAWFORD PLAINS,Theft From Vehicle
2,11,Q4,2013,CRAWFORD PLAINS,Theft From Vehicle
1,12,Q4,2013,CRAWFORD PLAINS,Theft From Vehicle
2,3,Q1,2013,CRAWFORD PLAINS,Theft Of Vehicle
1,5,Q2,2013,CRAWFORD PLAINS,Theft Of Vehicle
1,7,Q3,2013,CRAWFORD PLAINS,Theft Of Vehicle
1,9,Q3,2013,CRAWFORD PLAINS,Theft Of Vehicle
2,10,Q4,2013,CRAWFORD PLAINS,Theft Of Vehicle
1,1,Q1,2013,CRESTWOOD,Assault
1,4,Q2,2013,CRESTWOOD,Assault
1,9,Q3,2013,CRESTWOOD,Assault
1,10,Q4,2013,CRESTWOOD,Assault
3,12,Q4,2013,CRESTWOOD,Assault
1,1,Q1,2013,CRESTWOOD,Break and Enter
3,2,Q1,2013,CRESTWOOD,Break and Enter
3,3,Q1,2013,CRESTWOOD,Break and Enter
2,5,Q2,2013,CRESTWOOD,Break and Enter
2,6,Q2,2013,CRESTWOOD,Break and Enter
1,7,Q3,2013,CRESTWOOD,Break and Enter
1,12,Q4,2013,CRESTWOOD,Break and Enter
1,1,Q1,2013,CRESTWOOD,Theft From Vehicle
2,2,Q1,2013,CRESTWOOD,Theft From Vehicle
2,3,Q1,2013,CRESTWOOD,Theft From Vehicle
1,4,Q2,2013,CRESTWOOD,Theft From Vehicle
2,6,Q2,2013,CRESTWOOD,Theft From Vehicle
1,10,Q4,2013,CRESTWOOD,Theft From Vehicle
2,12,Q4,2013,CRESTWOOD,Theft From Vehicle
2,6,Q2,2013,CRESTWOOD,Theft Of Vehicle
1,8,Q3,2013,CRESTWOOD,Theft Of Vehicle
1,9,Q3,2013,CRESTWOOD,Theft Of Vehicle
1,10,Q4,2013,CRESTWOOD,Theft Of Vehicle
1,9,Q3,2013,CRESTWOOD,Theft Over $5000
2,2,Q1,2013,CROMDALE,Assault
1,3,Q1,2013,CROMDALE,Assault
3,4,Q2,2013,CROMDALE,Assault
5,5,Q2,2013,CROMDALE,Assault
1,6,Q2,2013,CROMDALE,Assault
6,7,Q3,2013,CROMDALE,Assault
4,8,Q3,2013,CROMDALE,Assault
2,9,Q3,2013,CROMDALE,Assault
1,10,Q4,2013,CROMDALE,Assault
1,11,Q4,2013,CROMDALE,Assault
2,12,Q4,2013,CROMDALE,Assault
1,1,Q1,2013,CROMDALE,Break and Enter
1,3,Q1,2013,CROMDALE,Break and Enter
1,6,Q2,2013,CROMDALE,Break and Enter
6,7,Q3,2013,CROMDALE,Break and Enter
4,8,Q3,2013,CROMDALE,Break and Enter
2,9,Q3,2013,CROMDALE,Break and Enter
3,10,Q4,2013,CROMDALE,Break and Enter
1,12,Q4,2013,CROMDALE,Break and Enter
1,6,Q2,2013,CROMDALE,Homicide
1,3,Q1,2013,CROMDALE,Robbery
2,8,Q3,2013,CROMDALE,Robbery
1,10,Q4,2013,CROMDALE,Robbery
2,3,Q1,2013,CROMDALE,Sexual Assaults
1,4,Q2,2013,CROMDALE,Sexual Assaults
2,2,Q1,2013,CROMDALE,Theft From Vehicle
2,3,Q1,2013,CROMDALE,Theft From Vehicle
3,5,Q2,2013,CROMDALE,Theft From Vehicle
4,6,Q2,2013,CROMDALE,Theft From Vehicle
10,7,Q3,2013,CROMDALE,Theft From Vehicle
1,8,Q3,2013,CROMDALE,Theft From Vehicle
3,9,Q3,2013,CROMDALE,Theft From Vehicle
3,10,Q4,2013,CROMDALE,Theft From Vehicle
1,11,Q4,2013,CROMDALE,Theft From Vehicle
1,12,Q4,2013,CROMDALE,Theft From Vehicle
3,4,Q2,2013,CROMDALE,Theft Of Vehicle
1,6,Q2,2013,CROMDALE,Theft Of Vehicle
1,7,Q3,2013,CROMDALE,Theft Of Vehicle
1,8,Q3,2013,CROMDALE,Theft Of Vehicle
2,9,Q3,2013,CROMDALE,Theft Of Vehicle
1,10,Q4,2013,CROMDALE,Theft Of Vehicle
1,11,Q4,2013,CROMDALE,Theft Of Vehicle
1,12,Q4,2013,CROMDALE,Theft Of Vehicle
1,1,Q1,2013,CUMBERLAND,Assault
2,2,Q1,2013,CUMBERLAND,Assault
1,3,Q1,2013,CUMBERLAND,Assault
2,5,Q2,2013,CUMBERLAND,Assault
1,7,Q3,2013,CUMBERLAND,Assault
2,8,Q3,2013,CUMBERLAND,Assault
1,9,Q3,2013,CUMBERLAND,Assault
1,11,Q4,2013,CUMBERLAND,Assault
1,1,Q1,2013,CUMBERLAND,Break and Enter
1,2,Q1,2013,CUMBERLAND,Break and Enter
1,3,Q1,2013,CUMBERLAND,Break and Enter
1,4,Q2,2013,CUMBERLAND,Break and Enter
2,6,Q2,2013,CUMBERLAND,Break and Enter
1,7,Q3,2013,CUMBERLAND,Break and Enter
1,9,Q3,2013,CUMBERLAND,Break and Enter
2,1,Q1,2013,CUMBERLAND,Sexual Assaults
1,7,Q3,2013,CUMBERLAND,Sexual Assaults
3,2,Q1,2013,CUMBERLAND,Theft From Vehicle
2,3,Q1,2013,CUMBERLAND,Theft From Vehicle
1,4,Q2,2013,CUMBERLAND,Theft From Vehicle
6,5,Q2,2013,CUMBERLAND,Theft From Vehicle
8,6,Q2,2013,CUMBERLAND,Theft From Vehicle
3,7,Q3,2013,CUMBERLAND,Theft From Vehicle
2,8,Q3,2013,CUMBERLAND,Theft From Vehicle
4,9,Q3,2013,CUMBERLAND,Theft From Vehicle
1,10,Q4,2013,CUMBERLAND,Theft From Vehicle
1,12,Q4,2013,CUMBERLAND,Theft From Vehicle
1,4,Q2,2013,CUMBERLAND,Theft Of Vehicle
1,6,Q2,2013,CUMBERLAND,Theft Of Vehicle
2,7,Q3,2013,CUMBERLAND,Theft Of Vehicle
3,8,Q3,2013,CUMBERLAND,Theft Of Vehicle
1,11,Q4,2013,CUMBERLAND,Theft Of Vehicle
1,9,Q3,2013,CY BECKER,Break and Enter
1,10,Q4,2013,CY BECKER,Break and Enter
1,12,Q4,2013,CY BECKER,Break and Enter
1,1,Q1,2013,DALY GROVE,Assault
3,3,Q1,2013,DALY GROVE,Assault
3,5,Q2,2013,DALY GROVE,Assault
4,7,Q3,2013,DALY GROVE,Assault
1,9,Q3,2013,DALY GROVE,Assault
3,11,Q4,2013,DALY GROVE,Assault
1,12,Q4,2013,DALY GROVE,Assault
5,2,Q1,2013,DALY GROVE,Break and Enter
1,4,Q2,2013,DALY GROVE,Break and Enter
1,6,Q2,2013,DALY GROVE,Break and Enter
2,7,Q3,2013,DALY GROVE,Break and Enter
1,8,Q3,2013,DALY GROVE,Break and Enter
2,9,Q3,2013,DALY GROVE,Break and Enter
3,10,Q4,2013,DALY GROVE,Break and Enter
1,8,Q3,2013,DALY GROVE,Robbery
1,9,Q3,2013,DALY GROVE,Robbery
1,4,Q2,2013,DALY GROVE,Sexual Assaults
1,7,Q3,2013,DALY GROVE,Sexual Assaults
1,9,Q3,2013,DALY GROVE,Sexual Assaults
1,10,Q4,2013,DALY GROVE,Sexual Assaults
4,1,Q1,2013,DALY GROVE,Theft From Vehicle
1,2,Q1,2013,DALY GROVE,Theft From Vehicle
2,3,Q1,2013,DALY GROVE,Theft From Vehicle
1,4,Q2,2013,DALY GROVE,Theft From Vehicle
1,6,Q2,2013,DALY GROVE,Theft From Vehicle
3,8,Q3,2013,DALY GROVE,Theft From Vehicle
2,9,Q3,2013,DALY GROVE,Theft From Vehicle
2,11,Q4,2013,DALY GROVE,Theft From Vehicle
2,1,Q1,2013,DALY GROVE,Theft Of Vehicle
3,2,Q1,2013,DALY GROVE,Theft Of Vehicle
2,3,Q1,2013,DALY GROVE,Theft Of Vehicle
2,5,Q2,2013,DALY GROVE,Theft Of Vehicle
2,6,Q2,2013,DALY GROVE,Theft Of Vehicle
2,7,Q3,2013,DALY GROVE,Theft Of Vehicle
1,8,Q3,2013,DALY GROVE,Theft Of Vehicle
1,9,Q3,2013,DALY GROVE,Theft Of Vehicle
2,10,Q4,2013,DALY GROVE,Theft Of Vehicle
1,12,Q4,2013,DALY GROVE,Theft Of Vehicle
1,8,Q3,2013,DALY GROVE,Theft Over $5000
1,4,Q2,2013,DAVIES INDUSTRIAL EAST,Assault
1,1,Q1,2013,DAVIES INDUSTRIAL EAST,Break and Enter
4,2,Q1,2013,DAVIES INDUSTRIAL EAST,Break and Enter
5,4,Q2,2013,DAVIES INDUSTRIAL EAST,Break and Enter
3,5,Q2,2013,DAVIES INDUSTRIAL EAST,Break and Enter
1,7,Q3,2013,DAVIES INDUSTRIAL EAST,Break and Enter
1,9,Q3,2013,DAVIES INDUSTRIAL EAST,Break and Enter
1,10,Q4,2013,DAVIES INDUSTRIAL EAST,Break and Enter
1,12,Q4,2013,DAVIES INDUSTRIAL EAST,Break and Enter
1,12,Q4,2013,DAVIES INDUSTRIAL EAST,Robbery
1,1,Q1,2013,DAVIES INDUSTRIAL EAST,Theft From Vehicle
