Incident Reported Year,Neighbourhood Description (Occurrence),Incident Reported Quarter,Incident Reported Month,Assault,Break and Enter,Homicide,Robbery,Sexual Assaults,Theft From Vehicle,Theft Of Vehicle,Theft Over $5000
2014,BRITANNIA YOUNGSTOWN,Q1,2,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0
2014,BRITANNIA YOUNGSTOWN,Q1,3,5.0,2.0,0.0,0.0,1.0,4.0,2.0,0.0
2014,BRITANNIA YOUNGSTOWN,Q2,4,4.0,1.0,0.0,0.0,0.0,7.0,3.0,0.0
2014,BRITANNIA YOUNGSTOWN,Q2,5,5.0,1.0,0.0,2.0,0.0,18.0,6.0,0.0
2014,BRITANNIA YOUNGSTOWN,Q2,6,6.0,1.0,0.0,0.0,0.0,6.0,5.0,0.0
2014,BRITANNIA YOUNGSTOWN,Q3,7,6.0,2.0,0.0,1.0,0.0,7.0,5.0,0.0
2014,BRITANNIA YOUNGSTOWN,Q3,8,6.0,4.0,0.0,1.0,3.0,4.0,0.0,0.0
2014,BRITANNIA YOUNGSTOWN,Q3,9,4.0,3.0,0.0,3.0,0.0,2.0,3.0,0.0
2014,BRITANNIA YOUNGSTOWN,Q4,10,5.0,5.0,0.0,1.0,0.0,7.0,1.0,0.0
2014,BRITANNIA YOUNGSTOWN,Q4,11,2.0,1.0,0.0,0.0,0.0,6.0,3.0,0.0
2014,BRITANNIA YOUNGSTOWN,Q4,12,6.0,0.0,0.0,2.0,2.0,3.0,2.0,0.0
2014,BROOKSIDE,Q1,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,BROOKSIDE,Q2,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2014,BROOKSIDE,Q2,5,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0
2014,BROOKSIDE,Q2,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,BROOKSIDE,Q3,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2014,BROOKSIDE,Q3,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,BROOKSIDE,Q4,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,BROOKSIDE,Q4,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2014,BROWN INDUSTRIAL,Q1,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,BROWN INDUSTRIAL,Q1,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2014,BROWN INDUSTRIAL,Q2,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2014,BROWN INDUSTRIAL,Q3,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,BROWN INDUSTRIAL,Q3,8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2014,BROWN INDUSTRIAL,Q3,9,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
2014,BROWN INDUSTRIAL,Q4,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2014,BROWN INDUSTRIAL,Q4,11,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
2014,BROWN INDUSTRIAL,Q4,12,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
2014,BULYEA HEIGHTS,Q1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,BULYEA HEIGHTS,Q2,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2014,BULYEA HEIGHTS,Q3,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,BULYEA HEIGHTS,Q3,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,BULYEA HEIGHTS,Q4,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,BULYEA HEIGHTS,Q4,11,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
2014,BULYEA HEIGHTS,Q4,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,CAERNARVON,Q1,1,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0
2014,CAERNARVON,Q1,2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
2014,CAERNARVON,Q1,3,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
2014,CAERNARVON,Q2,4,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,CAERNARVON,Q2,5,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0
2014,CAERNARVON,Q2,6,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2014,CAERNARVON,Q3,7,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0
2014,CAERNARVON,Q3,8,4.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0
2014,CAERNARVON,Q3,9,2.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0
2014,CAERNARVON,Q4,10,0.0,2.0,0.0,1.0,0.0,3.0,2.0,0.0
2014,CAERNARVON,Q4,11,4.0,1.0,0.0,0.0,2.0,5.0,3.0,0.0
2014,CAERNARVON,Q4,12,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0
2014,CALDER,Q1,1,2.0,5.0,0.0,3.0,1.0,7.0,4.0,0.0
2014,CALDER,Q1,2,3.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0
2014,CALDER,Q1,3,5.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0
2014,CALDER,Q2,4,0.0,5.0,0.0,0.0,1.0,5.0,3.0,0.0
2014,CALDER,Q2,5,5.0,4.0,0.0,2.0,0.0,6.0,2.0,0.0
2014,CALDER,Q2,6,6.0,6.0,0.0,1.0,0.0,7.0,3.0,0.0
2014,CALDER,Q3,7,6.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0
2014,CALDER,Q3,8,5.0,4.0,0.0,1.0,0.0,8.0,3.0,0.0
2014,CALDER,Q3,9,3.0,4.0,0.0,0.0,0.0,9.0,2.0,0.0
2014,CALDER,Q4,10,3.0,5.0,0.0,1.0,0.0,7.0,4.0,0.0
2014,CALDER,Q4,11,5.0,2.0,0.0,0.0,1.0,4.0,1.0,0.0
2014,CALDER,Q4,12,1.0,3.0,0.0,3.0,1.0,1.0,3.0,0.0
2014,CALGARY TRAIL NORTH,Q1,1,1.0,6.0,0.0,0.0,0.0,4.0,2.0,0.0
2014,CALGARY TRAIL NORTH,Q1,2,1.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0
2014,CALGARY TRAIL NORTH,Q1,3,3.0,1.0,0.0,0.0,0.0,5.0,3.0,0.0
2014,CALGARY TRAIL NORTH,Q2,4,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
2014,CALGARY TRAIL NORTH,Q2,5,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0
2014,CALGARY TRAIL NORTH,Q2,6,1.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0
2014,CALGARY TRAIL NORTH,Q3,7,0.0,3.0,0.0,0.0,0.0,7.0,4.0,0.0
2014,CALGARY TRAIL NORTH,Q3,8,0.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0
2014,CALGARY TRAIL NORTH,Q3,9,2.0,3.0,0.0,0.0,0.0,2.0,5.0,0.0
2014,CALGARY TRAIL NORTH,Q4,10,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
2014,CALGARY TRAIL NORTH,Q4,11,6.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0
2014,CALGARY TRAIL NORTH,Q4,12,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0
2014,CALGARY TRAIL SOUTH,Q1,1,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
2014,CALGARY TRAIL SOUTH,Q1,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,CALGARY TRAIL SOUTH,Q1,3,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
2014,CALGARY TRAIL SOUTH,Q2,4,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0
2014,CALGARY TRAIL SOUTH,Q2,5,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0
2014,CALGARY TRAIL SOUTH,Q2,6,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,CALGARY TRAIL SOUTH,Q3,7,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2014,CALGARY TRAIL SOUTH,Q3,8,1.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0
2014,CALGARY TRAIL SOUTH,Q3,9,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0
2014,CALGARY TRAIL SOUTH,Q4,10,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2014,CALGARY TRAIL SOUTH,Q4,11,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
2014,CALGARY TRAIL SOUTH,Q4,12,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
2014,CALLAGHAN,Q1,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2014,CALLAGHAN,Q1,3,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,CALLAGHAN,Q2,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,CALLAGHAN,Q3,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,CALLAGHAN,Q3,9,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2014,CALLAGHAN,Q4,10,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,CALLAGHAN,Q4,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,CALLAGHAN,Q4,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,CALLINGWOOD NORTH,Q1,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2014,CALLINGWOOD NORTH,Q1,2,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
2014,CALLINGWOOD NORTH,Q1,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2014,CALLINGWOOD NORTH,Q2,4,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
2014,CALLINGWOOD NORTH,Q2,6,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2014,CALLINGWOOD NORTH,Q3,7,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
2014,CALLINGWOOD NORTH,Q3,8,1.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0
2014,CALLINGWOOD NORTH,Q3,9,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
2014,CALLINGWOOD NORTH,Q4,10,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,CALLINGWOOD NORTH,Q4,11,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
2014,CALLINGWOOD NORTH,Q4,12,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0
2014,CALLINGWOOD SOUTH,Q1,1,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
2014,CALLINGWOOD SOUTH,Q1,2,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
2014,CALLINGWOOD SOUTH,Q1,3,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
2014,CALLINGWOOD SOUTH,Q2,4,3.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
2014,CALLINGWOOD SOUTH,Q2,5,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0
2014,CALLINGWOOD SOUTH,Q2,6,5.0,7.0,0.0,0.0,1.0,2.0,5.0,0.0
2014,CALLINGWOOD SOUTH,Q3,7,3.0,4.0,0.0,0.0,0.0,7.0,3.0,0.0
2014,CALLINGWOOD SOUTH,Q3,8,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2014,CALLINGWOOD SOUTH,Q3,9,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2014,CALLINGWOOD SOUTH,Q4,10,3.0,1.0,0.0,1.0,0.0,5.0,2.0,1.0
2014,CALLINGWOOD SOUTH,Q4,11,5.0,0.0,0.0,0.0,1.0,6.0,2.0,1.0
2014,CALLINGWOOD SOUTH,Q4,12,2.0,3.0,0.0,0.0,1.0,5.0,1.0,1.0
2014,CAMERON HEIGHTS,Q1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2014,CAMERON HEIGHTS,Q1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,CAMERON HEIGHTS,Q1,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,CAMERON HEIGHTS,Q2,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,CAMERON HEIGHTS,Q3,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,CAMERON HEIGHTS,Q3,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2014,CAMERON HEIGHTS,Q3,9,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
2014,CAMERON HEIGHTS,Q4,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014,CANON RIDGE,Q1,1,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
2014,CANON RIDGE,Q1,2,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0
2014,CANON RIDGE,Q1,3,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0
2014,CANON RIDGE,Q2,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,CANON RIDGE,Q2,5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2014,CANON RIDGE,Q2,6,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2014,CANON RIDGE,Q3,7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,CANON RIDGE,Q3,8,0.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0
2014,CANON RIDGE,Q3,9,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
2014,CANON RIDGE,Q4,10,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
2014,CANON RIDGE,Q4,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2014,CANON RIDGE,Q4,12,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
2014,CANORA,Q1,1,7.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0
2014,CANORA,Q1,2,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2014,CANORA,Q1,3,5.0,2.0,0.0,0.0,0.0,7.0,2.0,0.0
2014,CANORA,Q2,4,5.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0
2014,CANORA,Q2,5,3.0,4.0,0.0,1.0,1.0,3.0,1.0,0.0
2014,CANORA,Q2,6,4.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0
2014,CANORA,Q3,7,4.0,3.0,0.0,2.0,0.0,7.0,2.0,0.0
2014,CANORA,Q3,8,4.0,5.0,0.0,1.0,0.0,8.0,2.0,2.0
2014,CANORA,Q3,9,6.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0
2014,CANORA,Q4,10,5.0,2.0,0.0,0.0,1.0,4.0,7.0,1.0
2014,CANORA,Q4,11,6.0,3.0,0.0,1.0,0.0,3.0,3.0,0.0
2014,CANORA,Q4,12,6.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0
2014,CANOSSA,Q1,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2014,CANOSSA,Q2,4,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2014,CANOSSA,Q2,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,CANOSSA,Q2,6,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
2014,CANOSSA,Q3,7,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2014,CANOSSA,Q3,8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2014,CANOSSA,Q3,9,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
2014,CANOSSA,Q4,10,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2014,CANOSSA,Q4,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014,CAPILANO,Q1,1,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
2014,CAPILANO,Q1,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,CAPILANO,Q1,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,CAPILANO,Q2,4,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
2014,CAPILANO,Q2,5,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
2014,CAPILANO,Q2,6,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,CAPILANO,Q3,7,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0
2014,CAPILANO,Q3,8,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0
2014,CAPILANO,Q3,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,CAPILANO,Q4,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,CAPILANO,Q4,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,CAPILANO,Q4,12,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2014,CARLETON SQUARE INDUSTRIAL,Q1,1,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2014,CARLETON SQUARE INDUSTRIAL,Q1,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,CARLETON SQUARE INDUSTRIAL,Q1,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014,CARLETON SQUARE INDUSTRIAL,Q2,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,CARLETON SQUARE INDUSTRIAL,Q2,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,CARLETON SQUARE INDUSTRIAL,Q2,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,CARLETON SQUARE INDUSTRIAL,Q3,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,CARLETON SQUARE INDUSTRIAL,Q3,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2014,CARLETON SQUARE INDUSTRIAL,Q4,10,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
2014,CARLETON SQUARE INDUSTRIAL,Q4,11,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0
2014,CARLETON SQUARE INDUSTRIAL,Q4,12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,CARLISLE,Q1,1,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2014,CARLISLE,Q1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,CARLISLE,Q1,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,CARLISLE,Q2,4,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0
2014,CARLISLE,Q2,6,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2014,CARLISLE,Q3,7,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0
2014,CARLISLE,Q3,8,1.0,1.0,0.0,0.0,1.0,4.0,3.0,0.0
2014,CARLISLE,Q3,9,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,CARLISLE,Q4,10,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
2014,CARLISLE,Q4,11,2.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0
2014,CARLISLE,Q4,12,1.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0
2014,CARLTON,Q1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2014,CARLTON,Q1,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2014,CARLTON,Q2,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,CARLTON,Q2,5,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
2014,CARLTON,Q2,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,CARLTON,Q3,7,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
2014,CARLTON,Q3,8,1.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0
2014,CARLTON,Q3,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,CARLTON,Q4,10,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2014,CARLTON,Q4,12,3.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
2014,CARTER CREST,Q1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,CARTER CREST,Q2,5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2014,CARTER CREST,Q2,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,CARTER CREST,Q3,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,CARTER CREST,Q4,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2014,CASHMAN,Q1,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2014,CASHMAN,Q2,4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2014,CASHMAN,Q2,5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2014,CASHMAN,Q3,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,CASHMAN,Q3,9,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,CASHMAN,Q4,10,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
2014,CASHMAN,Q4,11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,CASHMAN,Q4,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,CASSELMAN,Q1,1,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
2014,CASSELMAN,Q1,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,CASSELMAN,Q1,3,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
2014,CASSELMAN,Q2,4,3.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
2014,CASSELMAN,Q2,5,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
2014,CASSELMAN,Q2,6,2.0,2.0,0.0,0.0,0.0,3.0,4.0,0.0
2014,CASSELMAN,Q3,7,2.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0
2014,CASSELMAN,Q3,8,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
2014,CASSELMAN,Q3,9,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0
2014,CASSELMAN,Q4,10,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0
2014,CASSELMAN,Q4,11,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2014,CASSELMAN,Q4,12,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2014,CENTRAL MCDOUGALL,Q1,1,13.0,4.0,0.0,2.0,0.0,13.0,7.0,0.0
2014,CENTRAL MCDOUGALL,Q1,2,15.0,0.0,0.0,0.0,2.0,7.0,2.0,0.0
2014,CENTRAL MCDOUGALL,Q1,3,16.0,3.0,0.0,2.0,1.0,4.0,4.0,0.0
2014,CENTRAL MCDOUGALL,Q2,4,19.0,6.0,0.0,4.0,0.0,7.0,5.0,1.0
2014,CENTRAL MCDOUGALL,Q2,5,14.0,2.0,0.0,4.0,3.0,6.0,5.0,0.0
2014,CENTRAL MCDOUGALL,Q2,6,13.0,5.0,0.0,1.0,3.0,16.0,6.0,0.0
2014,CENTRAL MCDOUGALL,Q3,7,16.0,1.0,0.0,1.0,1.0,10.0,3.0,0.0
2014,CENTRAL MCDOUGALL,Q3,8,26.0,2.0,0.0,2.0,2.0,8.0,9.0,0.0
2014,CENTRAL MCDOUGALL,Q3,9,11.0,4.0,0.0,1.0,0.0,15.0,4.0,2.0
2014,CENTRAL MCDOUGALL,Q4,10,15.0,3.0,0.0,0.0,3.0,7.0,7.0,0.0
2014,CENTRAL MCDOUGALL,Q4,11,14.0,2.0,0.0,3.0,3.0,10.0,7.0,1.0
2014,CENTRAL MCDOUGALL,Q4,12,14.0,1.0,0.0,1.0,1.0,11.0,6.0,0.0
2014,CHAMBERY,Q1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2014,CHAMBERY,Q2,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,CHAMBERY,Q2,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,CHAMBERY,Q3,7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2014,CHAMBERY,Q3,8,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0
2014,CHAMBERY,Q3,9,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
2014,CHAMBERY,Q4,10,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
2014,CHAMBERY,Q4,11,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2014,CHAMBERY,Q4,12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,CHAPPELLE AREA,Q1,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,CHAPPELLE AREA,Q1,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2014,CHAPPELLE AREA,Q2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014,CHAPPELLE AREA,Q3,7,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0
2014,CHAPPELLE AREA,Q3,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,CHAPPELLE AREA,Q3,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,CHAPPELLE AREA,Q4,11,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2014,CHAPPELLE AREA,Q4,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,CHARLESWORTH,Q1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,CHARLESWORTH,Q1,3,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
2014,CHARLESWORTH,Q2,4,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0
2014,CHARLESWORTH,Q2,5,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
2014,CHARLESWORTH,Q2,6,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
2014,CHARLESWORTH,Q3,7,0.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0
2014,CHARLESWORTH,Q3,8,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0
2014,CHARLESWORTH,Q3,9,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014,CHARLESWORTH,Q4,10,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
2014,CHARLESWORTH,Q4,11,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2014,CHARLESWORTH,Q4,12,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0
2014,CLAREVIEW TOWN CENTRE,Q1,1,4.0,1.0,0.0,1.0,1.0,3.0,4.0,0.0
2014,CLAREVIEW TOWN CENTRE,Q1,2,3.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
2014,CLAREVIEW TOWN CENTRE,Q1,3,4.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0
