Canadian Citizen,Month,Neighbourhood Name,Neighbourhood Number,No Response(Citizen),Non-Canadian Citizen,Quarter,Refugee,WARD,Year
0,6,PYLYPOW INDUSTRIAL,6590,0,0,2,0,Ward 11,2013
0,7,PYLYPOW INDUSTRIAL,6590,0,0,3,0,Ward 11,2013
0,8,PYLYPOW INDUSTRIAL,6590,0,0,3,0,Ward 11,2013
0,9,PYLYPOW INDUSTRIAL,6590,0,0,3,0,Ward 11,2013
0,10,PYLYPOW INDUSTRIAL,6590,0,0,4,0,Ward 11,2013
0,11,PYLYPOW INDUSTRIAL,6590,0,0,4,0,Ward 11,2013
0,12,PYLYPOW INDUSTRIAL,6590,0,0,4,0,Ward 11,2013
2892,1,RICHFIELD,6600,144,587,1,0,Ward 11,2013
2892,2,RICHFIELD,6600,144,587,1,0,Ward 11,2013
2892,3,RICHFIELD,6600,144,587,1,0,Ward 11,2013
2892,4,RICHFIELD,6600,144,587,2,0,Ward 11,2013
2892,5,RICHFIELD,6600,144,587,2,0,Ward 11,2013
2892,6,RICHFIELD,6600,144,587,2,0,Ward 11,2013
2892,7,RICHFIELD,6600,144,587,3,0,Ward 11,2013
2892,8,RICHFIELD,6600,144,587,3,0,Ward 11,2013
2892,9,RICHFIELD,6600,144,587,3,0,Ward 11,2013
2892,10,RICHFIELD,6600,144,587,4,0,Ward 11,2013
2892,11,RICHFIELD,6600,144,587,4,0,Ward 11,2013
2892,12,RICHFIELD,6600,144,587,4,0,Ward 11,2013
3286,1,RITCHIE,6610,647,310,1,0,Ward 11,2013
3286,2,RITCHIE,6610,647,310,1,0,Ward 11,2013
3286,3,RITCHIE,6610,647,310,1,0,Ward 11,2013
3286,4,RITCHIE,6610,647,310,2,0,Ward 11,2013
3286,5,RITCHIE,6610,647,310,2,0,Ward 11,2013
3286,6,RITCHIE,6610,647,310,2,0,Ward 11,2013
3286,7,RITCHIE,6610,647,310,3,0,Ward 11,2013
3286,8,RITCHIE,6610,647,310,3,0,Ward 11,2013
3286,9,RITCHIE,6610,647,310,3,0,Ward 11,2013
3286,10,RITCHIE,6610,647,310,4,0,Ward 11,2013
3286,11,RITCHIE,6610,647,310,4,0,Ward 11,2013
3286,12,RITCHIE,6610,647,310,4,0,Ward 11,2013
0,1,ROPER INDUSTRIAL,6640,0,0,1,0,Ward 11,2013
0,2,ROPER INDUSTRIAL,6640,0,0,1,0,Ward 11,2013
0,3,ROPER INDUSTRIAL,6640,0,0,1,0,Ward 11,2013
0,4,ROPER INDUSTRIAL,6640,0,0,2,0,Ward 11,2013
0,5,ROPER INDUSTRIAL,6640,0,0,2,0,Ward 11,2013
0,6,ROPER INDUSTRIAL,6640,0,0,2,0,Ward 11,2013
0,7,ROPER INDUSTRIAL,6640,0,0,3,0,Ward 11,2013
0,8,ROPER INDUSTRIAL,6640,0,0,3,0,Ward 11,2013
0,9,ROPER INDUSTRIAL,6640,0,0,3,0,Ward 11,2013
0,10,ROPER INDUSTRIAL,6640,0,0,4,0,Ward 11,2013
0,11,ROPER INDUSTRIAL,6640,0,0,4,0,Ward 11,2013
0,12,ROPER INDUSTRIAL,6640,0,0,4,0,Ward 11,2013
0,1,ROSEDALE INDUSTRIAL,6650,0,0,1,0,Ward 11,2013
0,2,ROSEDALE INDUSTRIAL,6650,0,0,1,0,Ward 11,2013
0,3,ROSEDALE INDUSTRIAL,6650,0,0,1,0,Ward 11,2013
0,4,ROSEDALE INDUSTRIAL,6650,0,0,2,0,Ward 11,2013
0,5,ROSEDALE INDUSTRIAL,6650,0,0,2,0,Ward 11,2013
0,6,ROSEDALE INDUSTRIAL,6650,0,0,2,0,Ward 11,2013
0,7,ROSEDALE INDUSTRIAL,6650,0,0,3,0,Ward 11,2013
0,8,ROSEDALE INDUSTRIAL,6650,0,0,3,0,Ward 11,2013
0,9,ROSEDALE INDUSTRIAL,6650,0,0,3,0,Ward 11,2013
0,10,ROSEDALE INDUSTRIAL,6650,0,0,4,0,Ward 11,2013
0,11,ROSEDALE INDUSTRIAL,6650,0,0,4,0,Ward 11,2013
0,12,ROSEDALE INDUSTRIAL,6650,0,0,4,0,Ward 11,2013
3413,1,SAKAW,6670,168,474,1,0,Ward 11,2013
3413,2,SAKAW,6670,168,474,1,0,Ward 11,2013
3413,3,SAKAW,6670,168,474,1,0,Ward 11,2013
3413,4,SAKAW,6670,168,474,2,0,Ward 11,2013
3413,5,SAKAW,6670,168,474,2,0,Ward 11,2013
3413,6,SAKAW,6670,168,474,2,0,Ward 11,2013
3413,7,SAKAW,6670,168,474,3,0,Ward 11,2013
3413,8,SAKAW,6670,168,474,3,0,Ward 11,2013
3413,9,SAKAW,6670,168,474,3,0,Ward 11,2013
3413,10,SAKAW,6670,168,474,4,0,Ward 11,2013
3413,11,SAKAW,6670,168,474,4,0,Ward 11,2013
3413,12,SAKAW,6670,168,474,4,0,Ward 11,2013
2799,1,SATOO,6680,390,325,1,0,Ward 11,2013
2799,2,SATOO,6680,390,325,1,0,Ward 11,2013
2799,3,SATOO,6680,390,325,1,0,Ward 11,2013
2799,4,SATOO,6680,390,325,2,0,Ward 11,2013
2799,5,SATOO,6680,390,325,2,0,Ward 11,2013
2799,6,SATOO,6680,390,325,2,0,Ward 11,2013
2799,7,SATOO,6680,390,325,3,0,Ward 11,2013
2799,8,SATOO,6680,390,325,3,0,Ward 11,2013
2799,9,SATOO,6680,390,325,3,0,Ward 11,2013
2799,10,SATOO,6680,390,325,4,0,Ward 11,2013
2799,11,SATOO,6680,390,325,4,0,Ward 11,2013
2799,12,SATOO,6680,390,325,4,0,Ward 11,2013
0,1,SOUTHEAST INDUSTRIAL,6690,0,0,1,0,Ward 11,2013
0,2,SOUTHEAST INDUSTRIAL,6690,0,0,1,0,Ward 11,2013
0,3,SOUTHEAST INDUSTRIAL,6690,0,0,1,0,Ward 11,2013
0,4,SOUTHEAST INDUSTRIAL,6690,0,0,2,0,Ward 11,2013
0,5,SOUTHEAST INDUSTRIAL,6690,0,0,2,0,Ward 11,2013
0,6,SOUTHEAST INDUSTRIAL,6690,0,0,2,0,Ward 11,2013
0,7,SOUTHEAST INDUSTRIAL,6690,0,0,3,0,Ward 11,2013
0,8,SOUTHEAST INDUSTRIAL,6690,0,0,3,0,Ward 11,2013
0,9,SOUTHEAST INDUSTRIAL,6690,0,0,3,0,Ward 11,2013
0,10,SOUTHEAST INDUSTRIAL,6690,0,0,4,0,Ward 11,2013
0,11,SOUTHEAST INDUSTRIAL,6690,0,0,4,0,Ward 11,2013
0,12,SOUTHEAST INDUSTRIAL,6690,0,0,4,0,Ward 11,2013
0,1,STRATHCONA INDUSTRIAL PARK,6700,0,0,1,0,Ward 11,2013
0,2,STRATHCONA INDUSTRIAL PARK,6700,0,0,1,0,Ward 11,2013
0,3,STRATHCONA INDUSTRIAL PARK,6700,0,0,1,0,Ward 11,2013
0,4,STRATHCONA INDUSTRIAL PARK,6700,0,0,2,0,Ward 11,2013
0,5,STRATHCONA INDUSTRIAL PARK,6700,0,0,2,0,Ward 11,2013
0,6,STRATHCONA INDUSTRIAL PARK,6700,0,0,2,0,Ward 11,2013
0,7,STRATHCONA INDUSTRIAL PARK,6700,0,0,3,0,Ward 11,2013
0,8,STRATHCONA INDUSTRIAL PARK,6700,0,0,3,0,Ward 11,2013
0,9,STRATHCONA INDUSTRIAL PARK,6700,0,0,3,0,Ward 11,2013
0,10,STRATHCONA INDUSTRIAL PARK,6700,0,0,4,0,Ward 11,2013
0,11,STRATHCONA INDUSTRIAL PARK,6700,0,0,4,0,Ward 11,2013
0,12,STRATHCONA INDUSTRIAL PARK,6700,0,0,4,0,Ward 11,2013
1462,1,TAWA,6720,195,258,1,0,Ward 11,2013
1462,2,TAWA,6720,195,258,1,0,Ward 11,2013
1462,3,TAWA,6720,195,258,1,0,Ward 11,2013
1462,4,TAWA,6720,195,258,2,0,Ward 11,2013
1462,5,TAWA,6720,195,258,2,0,Ward 11,2013
1462,6,TAWA,6720,195,258,2,0,Ward 11,2013
1462,7,TAWA,6720,195,258,3,0,Ward 11,2013
1462,8,TAWA,6720,195,258,3,0,Ward 11,2013
1462,9,TAWA,6720,195,258,3,0,Ward 11,2013
1462,10,TAWA,6720,195,258,4,0,Ward 11,2013
1462,11,TAWA,6720,195,258,4,0,Ward 11,2013
1462,12,TAWA,6720,195,258,4,0,Ward 11,2013
2044,1,TIPASKAN,6750,316,777,1,0,Ward 11,2013
2044,2,TIPASKAN,6750,316,777,1,0,Ward 11,2013
2044,3,TIPASKAN,6750,316,777,1,0,Ward 11,2013
2044,4,TIPASKAN,6750,316,777,2,0,Ward 11,2013
2044,5,TIPASKAN,6750,316,777,2,0,Ward 11,2013
2044,6,TIPASKAN,6750,316,777,2,0,Ward 11,2013
2044,7,TIPASKAN,6750,316,777,3,0,Ward 11,2013
2044,8,TIPASKAN,6750,316,777,3,0,Ward 11,2013
2044,9,TIPASKAN,6750,316,777,3,0,Ward 11,2013
2044,10,TIPASKAN,6750,316,777,4,0,Ward 11,2013
2044,11,TIPASKAN,6750,316,777,4,0,Ward 11,2013
2044,12,TIPASKAN,6750,316,777,4,0,Ward 11,2013
2480,1,TWEDDLE PLACE,6760,64,774,1,0,Ward 11,2013
2480,2,TWEDDLE PLACE,6760,64,774,1,0,Ward 11,2013
2480,3,TWEDDLE PLACE,6760,64,774,1,0,Ward 11,2013
2480,4,TWEDDLE PLACE,6760,64,774,2,0,Ward 11,2013
2480,5,TWEDDLE PLACE,6760,64,774,2,0,Ward 11,2013
2480,6,TWEDDLE PLACE,6760,64,774,2,0,Ward 11,2013
2480,7,TWEDDLE PLACE,6760,64,774,3,0,Ward 11,2013
2480,8,TWEDDLE PLACE,6760,64,774,3,0,Ward 11,2013
2480,9,TWEDDLE PLACE,6760,64,774,3,0,Ward 11,2013
2480,10,TWEDDLE PLACE,6760,64,774,4,0,Ward 11,2013
2480,11,TWEDDLE PLACE,6760,64,774,4,0,Ward 11,2013
2480,12,TWEDDLE PLACE,6760,64,774,4,0,Ward 11,2013
66,1,WEIR INDUSTRIAL,6780,3,1,1,0,Ward 11,2013
66,2,WEIR INDUSTRIAL,6780,3,1,1,0,Ward 11,2013
66,3,WEIR INDUSTRIAL,6780,3,1,1,0,Ward 11,2013
66,4,WEIR INDUSTRIAL,6780,3,1,2,0,Ward 11,2013
66,5,WEIR INDUSTRIAL,6780,3,1,2,0,Ward 11,2013
66,6,WEIR INDUSTRIAL,6780,3,1,2,0,Ward 11,2013
66,7,WEIR INDUSTRIAL,6780,3,1,3,0,Ward 11,2013
66,8,WEIR INDUSTRIAL,6780,3,1,3,0,Ward 11,2013
66,9,WEIR INDUSTRIAL,6780,3,1,3,0,Ward 11,2013
66,10,WEIR INDUSTRIAL,6780,3,1,4,0,Ward 11,2013
66,11,WEIR INDUSTRIAL,6780,3,1,4,0,Ward 11,2013
66,12,WEIR INDUSTRIAL,6780,3,1,4,0,Ward 11,2013
2506,1,BISSET,6030,625,686,1,0,Ward 12,2013
2506,2,BISSET,6030,625,686,1,0,Ward 12,2013
2506,3,BISSET,6030,625,686,1,0,Ward 12,2013
2506,4,BISSET,6030,625,686,2,0,Ward 12,2013
2506,5,BISSET,6030,625,686,2,0,Ward 12,2013
2506,6,BISSET,6030,625,686,2,0,Ward 12,2013
2506,7,BISSET,6030,625,686,3,0,Ward 12,2013
2506,8,BISSET,6030,625,686,3,0,Ward 12,2013
2506,9,BISSET,6030,625,686,3,0,Ward 12,2013
2506,10,BISSET,6030,625,686,4,0,Ward 12,2013
2506,11,BISSET,6030,625,686,4,0,Ward 12,2013
2506,12,BISSET,6030,625,686,4,0,Ward 12,2013
3756,1,CRAWFORD PLAINS,6140,296,453,1,0,Ward 12,2013
3756,2,CRAWFORD PLAINS,6140,296,453,1,0,Ward 12,2013
3756,3,CRAWFORD PLAINS,6140,296,453,1,0,Ward 12,2013
3756,4,CRAWFORD PLAINS,6140,296,453,2,0,Ward 12,2013
3756,5,CRAWFORD PLAINS,6140,296,453,2,0,Ward 12,2013
3756,6,CRAWFORD PLAINS,6140,296,453,2,0,Ward 12,2013
3756,7,CRAWFORD PLAINS,6140,296,453,3,0,Ward 12,2013
3756,8,CRAWFORD PLAINS,6140,296,453,3,0,Ward 12,2013
3756,9,CRAWFORD PLAINS,6140,296,453,3,0,Ward 12,2013
3756,10,CRAWFORD PLAINS,6140,296,453,4,0,Ward 12,2013
3756,11,CRAWFORD PLAINS,6140,296,453,4,0,Ward 12,2013
3756,12,CRAWFORD PLAINS,6140,296,453,4,0,Ward 12,2013
3032,1,DALY GROVE,6150,158,446,1,0,Ward 12,2013
3032,2,DALY GROVE,6150,158,446,1,0,Ward 12,2013
3032,3,DALY GROVE,6150,158,446,1,0,Ward 12,2013
3032,4,DALY GROVE,6150,158,446,2,0,Ward 12,2013
3032,5,DALY GROVE,6150,158,446,2,0,Ward 12,2013
3032,6,DALY GROVE,6150,158,446,2,0,Ward 12,2013
3032,7,DALY GROVE,6150,158,446,3,0,Ward 12,2013
3032,8,DALY GROVE,6150,158,446,3,0,Ward 12,2013
3032,9,DALY GROVE,6150,158,446,3,0,Ward 12,2013
3032,10,DALY GROVE,6150,158,446,4,0,Ward 12,2013
3032,11,DALY GROVE,6150,158,446,4,0,Ward 12,2013
3032,12,DALY GROVE,6150,158,446,4,0,Ward 12,2013
4428,1,ELLERSLIE,6211,609,909,1,0,Ward 12,2013
4428,2,ELLERSLIE,6211,609,909,1,0,Ward 12,2013
4428,3,ELLERSLIE,6211,609,909,1,0,Ward 12,2013
4428,4,ELLERSLIE,6211,609,909,2,0,Ward 12,2013
4428,5,ELLERSLIE,6211,609,909,2,0,Ward 12,2013
4428,6,ELLERSLIE,6211,609,909,2,0,Ward 12,2013
4428,7,ELLERSLIE,6211,609,909,3,0,Ward 12,2013
4428,8,ELLERSLIE,6211,609,909,3,0,Ward 12,2013
4428,9,ELLERSLIE,6211,609,909,3,0,Ward 12,2013
4428,10,ELLERSLIE,6211,609,909,4,0,Ward 12,2013
4428,11,ELLERSLIE,6211,609,909,4,0,Ward 12,2013
4428,12,ELLERSLIE,6211,609,909,4,0,Ward 12,2013
7916,1,SUMMERSIDE,6213,2229,1169,1,0,Ward 12,2013
7916,2,SUMMERSIDE,6213,2229,1169,1,0,Ward 12,2013
7916,3,SUMMERSIDE,6213,2229,1169,1,0,Ward 12,2013
7916,4,SUMMERSIDE,6213,2229,1169,2,0,Ward 12,2013
7916,5,SUMMERSIDE,6213,2229,1169,2,0,Ward 12,2013
7916,6,SUMMERSIDE,6213,2229,1169,2,0,Ward 12,2013
7916,7,SUMMERSIDE,6213,2229,1169,3,0,Ward 12,2013
7916,8,SUMMERSIDE,6213,2229,1169,3,0,Ward 12,2013
7916,9,SUMMERSIDE,6213,2229,1169,3,0,Ward 12,2013
7916,10,SUMMERSIDE,6213,2229,1169,4,0,Ward 12,2013
7916,11,SUMMERSIDE,6213,2229,1169,4,0,Ward 12,2013
7916,12,SUMMERSIDE,6213,2229,1169,4,0,Ward 12,2013
0,1,ELLERSLIE INDUSTRIAL,6214,0,0,1,0,Ward 12,2013
0,2,ELLERSLIE INDUSTRIAL,6214,0,0,1,0,Ward 12,2013
0,3,ELLERSLIE INDUSTRIAL,6214,0,0,1,0,Ward 12,2013
0,4,ELLERSLIE INDUSTRIAL,6214,0,0,2,0,Ward 12,2013
0,5,ELLERSLIE INDUSTRIAL,6214,0,0,2,0,Ward 12,2013
0,6,ELLERSLIE INDUSTRIAL,6214,0,0,2,0,Ward 12,2013
0,7,ELLERSLIE INDUSTRIAL,6214,0,0,3,0,Ward 12,2013
0,8,ELLERSLIE INDUSTRIAL,6214,0,0,3,0,Ward 12,2013
0,9,ELLERSLIE INDUSTRIAL,6214,0,0,3,0,Ward 12,2013
0,10,ELLERSLIE INDUSTRIAL,6214,0,0,4,0,Ward 12,2013
0,11,ELLERSLIE INDUSTRIAL,6214,0,0,4,0,Ward 12,2013
0,12,ELLERSLIE INDUSTRIAL,6214,0,0,4,0,Ward 12,2013
597,1,THE ORCHARDS AT ELLERSLIE,6216,53,132,1,0,Ward 12,2013
597,2,THE ORCHARDS AT ELLERSLIE,6216,53,132,1,0,Ward 12,2013
597,3,THE ORCHARDS AT ELLERSLIE,6216,53,132,1,0,Ward 12,2013
597,4,THE ORCHARDS AT ELLERSLIE,6216,53,132,2,0,Ward 12,2013
597,5,THE ORCHARDS AT ELLERSLIE,6216,53,132,2,0,Ward 12,2013
597,6,THE ORCHARDS AT ELLERSLIE,6216,53,132,2,0,Ward 12,2013
597,7,THE ORCHARDS AT ELLERSLIE,6216,53,132,3,0,Ward 12,2013
597,8,THE ORCHARDS AT ELLERSLIE,6216,53,132,3,0,Ward 12,2013
597,9,THE ORCHARDS AT ELLERSLIE,6216,53,132,3,0,Ward 12,2013
597,10,THE ORCHARDS AT ELLERSLIE,6216,53,132,4,0,Ward 12,2013
597,11,THE ORCHARDS AT ELLERSLIE,6216,53,132,4,0,Ward 12,2013
597,12,THE ORCHARDS AT ELLERSLIE,6216,53,132,4,0,Ward 12,2013
3518,1,JACKSON HEIGHTS,6330,226,359,1,0,Ward 12,2013
3518,2,JACKSON HEIGHTS,6330,226,359,1,0,Ward 12,2013
3518,3,JACKSON HEIGHTS,6330,226,359,1,0,Ward 12,2013
3518,4,JACKSON HEIGHTS,6330,226,359,2,0,Ward 12,2013
3518,5,JACKSON HEIGHTS,6330,226,359,2,0,Ward 12,2013
3518,6,JACKSON HEIGHTS,6330,226,359,2,0,Ward 12,2013
3518,7,JACKSON HEIGHTS,6330,226,359,3,0,Ward 12,2013
3518,8,JACKSON HEIGHTS,6330,226,359,3,0,Ward 12,2013
3518,9,JACKSON HEIGHTS,6330,226,359,3,0,Ward 12,2013
3518,10,JACKSON HEIGHTS,6330,226,359,4,0,Ward 12,2013
3518,11,JACKSON HEIGHTS,6330,226,359,4,0,Ward 12,2013
3518,12,JACKSON HEIGHTS,6330,226,359,4,0,Ward 12,2013
5754,1,KINISKI GARDENS,6370,412,586,1,0,Ward 12,2013
5754,2,KINISKI GARDENS,6370,412,586,1,0,Ward 12,2013
5754,3,KINISKI GARDENS,6370,412,586,1,0,Ward 12,2013
5754,4,KINISKI GARDENS,6370,412,586,2,0,Ward 12,2013
5754,5,KINISKI GARDENS,6370,412,586,2,0,Ward 12,2013
5754,6,KINISKI GARDENS,6370,412,586,2,0,Ward 12,2013
5754,7,KINISKI GARDENS,6370,412,586,3,0,Ward 12,2013
5754,8,KINISKI GARDENS,6370,412,586,3,0,Ward 12,2013
5754,9,KINISKI GARDENS,6370,412,586,3,0,Ward 12,2013
5754,10,KINISKI GARDENS,6370,412,586,4,0,Ward 12,2013
5754,11,KINISKI GARDENS,6370,412,586,4,0,Ward 12,2013
5754,12,KINISKI GARDENS,6370,412,586,4,0,Ward 12,2013
4136,1,LARKSPUR,6390,434,552,1,0,Ward 12,2013
4136,2,LARKSPUR,6390,434,552,1,0,Ward 12,2013
4136,3,LARKSPUR,6390,434,552,1,0,Ward 12,2013
4136,4,LARKSPUR,6390,434,552,2,0,Ward 12,2013
4136,5,LARKSPUR,6390,434,552,2,0,Ward 12,2013
4136,6,LARKSPUR,6390,434,552,2,0,Ward 12,2013
4136,7,LARKSPUR,6390,434,552,3,0,Ward 12,2013
4136,8,LARKSPUR,6390,434,552,3,0,Ward 12,2013
4136,9,LARKSPUR,6390,434,552,3,0,Ward 12,2013
4136,10,LARKSPUR,6390,434,552,4,0,Ward 12,2013
4136,11,LARKSPUR,6390,434,552,4,0,Ward 12,2013
4136,12,LARKSPUR,6390,434,552,4,0,Ward 12,2013
0,1,MEADOWS AREA,6440,0,0,1,0,Ward 12,2013
0,2,MEADOWS AREA,6440,0,0,1,0,Ward 12,2013
0,3,MEADOWS AREA,6440,0,0,1,0,Ward 12,2013
0,4,MEADOWS AREA,6440,0,0,2,0,Ward 12,2013
0,5,MEADOWS AREA,6440,0,0,2,0,Ward 12,2013
0,6,MEADOWS AREA,6440,0,0,2,0,Ward 12,2013
0,7,MEADOWS AREA,6440,0,0,3,0,Ward 12,2013
0,8,MEADOWS AREA,6440,0,0,3,0,Ward 12,2013
0,9,MEADOWS AREA,6440,0,0,3,0,Ward 12,2013
0,10,MEADOWS AREA,6440,0,0,4,0,Ward 12,2013
0,11,MEADOWS AREA,6440,0,0,4,0,Ward 12,2013
0,12,MEADOWS AREA,6440,0,0,4,0,Ward 12,2013
199,1,MAPLE,6441,51,59,1,0,Ward 12,2013
199,2,MAPLE,6441,51,59,1,0,Ward 12,2013
199,3,MAPLE,6441,51,59,1,0,Ward 12,2013
199,4,MAPLE,6441,51,59,2,0,Ward 12,2013
199,5,MAPLE,6441,51,59,2,0,Ward 12,2013
199,6,MAPLE,6441,51,59,2,0,Ward 12,2013
199,7,MAPLE,6441,51,59,3,0,Ward 12,2013
199,8,MAPLE,6441,51,59,3,0,Ward 12,2013
199,9,MAPLE,6441,51,59,3,0,Ward 12,2013
199,10,MAPLE,6441,51,59,4,0,Ward 12,2013
199,11,MAPLE,6441,51,59,4,0,Ward 12,2013
199,12,MAPLE,6441,51,59,4,0,Ward 12,2013
6190,1,SILVER BERRY,6442,943,1479,1,0,Ward 12,2013
6190,2,SILVER BERRY,6442,943,1479,1,0,Ward 12,2013
6190,3,SILVER BERRY,6442,943,1479,1,0,Ward 12,2013
6190,4,SILVER BERRY,6442,943,1479,2,0,Ward 12,2013
6190,5,SILVER BERRY,6442,943,1479,2,0,Ward 12,2013
6190,6,SILVER BERRY,6442,943,1479,2,0,Ward 12,2013
6190,7,SILVER BERRY,6442,943,1479,3,0,Ward 12,2013
6190,8,SILVER BERRY,6442,943,1479,3,0,Ward 12,2013
6190,9,SILVER BERRY,6442,943,1479,3,0,Ward 12,2013
6190,10,SILVER BERRY,6442,943,1479,4,0,Ward 12,2013
6190,11,SILVER BERRY,6442,943,1479,4,0,Ward 12,2013
6190,12,SILVER BERRY,6442,943,1479,4,0,Ward 12,2013
2615,1,TAMARACK,6443,215,708,1,0,Ward 12,2013
2615,2,TAMARACK,6443,215,708,1,0,Ward 12,2013
2615,3,TAMARACK,6443,215,708,1,0,Ward 12,2013
2615,4,TAMARACK,6443,215,708,2,0,Ward 12,2013
2615,5,TAMARACK,6443,215,708,2,0,Ward 12,2013
2615,6,TAMARACK,6443,215,708,2,0,Ward 12,2013
2615,7,TAMARACK,6443,215,708,3,0,Ward 12,2013
2615,8,TAMARACK,6443,215,708,3,0,Ward 12,2013
2615,9,TAMARACK,6443,215,708,3,0,Ward 12,2013
2615,10,TAMARACK,6443,215,708,4,0,Ward 12,2013
2615,11,TAMARACK,6443,215,708,4,0,Ward 12,2013
2615,12,TAMARACK,6443,215,708,4,0,Ward 12,2013
2466,1,LAUREL,6444,401,1231,1,0,Ward 12,2013
2466,2,LAUREL,6444,401,1231,1,0,Ward 12,2013
2466,3,LAUREL,6444,401,1231,1,0,Ward 12,2013
2466,4,LAUREL,6444,401,1231,2,0,Ward 12,2013
2466,5,LAUREL,6444,401,1231,2,0,Ward 12,2013
2466,6,LAUREL,6444,401,1231,2,0,Ward 12,2013
2466,7,LAUREL,6444,401,1231,3,0,Ward 12,2013
2466,8,LAUREL,6444,401,1231,3,0,Ward 12,2013
2466,9,LAUREL,6444,401,1231,3,0,Ward 12,2013
2466,10,LAUREL,6444,401,1231,4,0,Ward 12,2013
2466,11,LAUREL,6444,401,1231,4,0,Ward 12,2013
2466,12,LAUREL,6444,401,1231,4,0,Ward 12,2013
2689,1,MINCHAU,6530,190,445,1,0,Ward 12,2013
2689,2,MINCHAU,6530,190,445,1,0,Ward 12,2013
2689,3,MINCHAU,6530,190,445,1,0,Ward 12,2013
2689,4,MINCHAU,6530,190,445,2,0,Ward 12,2013
2689,5,MINCHAU,6530,190,445,2,0,Ward 12,2013
2689,6,MINCHAU,6530,190,445,2,0,Ward 12,2013
2689,7,MINCHAU,6530,190,445,3,0,Ward 12,2013
2689,8,MINCHAU,6530,190,445,3,0,Ward 12,2013
2689,9,MINCHAU,6530,190,445,3,0,Ward 12,2013
2689,10,MINCHAU,6530,190,445,4,0,Ward 12,2013
2689,11,MINCHAU,6530,190,445,4,0,Ward 12,2013
2689,12,MINCHAU,6530,190,445,4,0,Ward 12,2013
3114,1,POLLARD MEADOWS,6580,857,730,1,0,Ward 12,2013
3114,2,POLLARD MEADOWS,6580,857,730,1,0,Ward 12,2013
3114,3,POLLARD MEADOWS,6580,857,730,1,0,Ward 12,2013
3114,4,POLLARD MEADOWS,6580,857,730,2,0,Ward 12,2013
3114,5,POLLARD MEADOWS,6580,857,730,2,0,Ward 12,2013
3114,6,POLLARD MEADOWS,6580,857,730,2,0,Ward 12,2013
3114,7,POLLARD MEADOWS,6580,857,730,3,0,Ward 12,2013
3114,8,POLLARD MEADOWS,6580,857,730,3,0,Ward 12,2013
3114,9,POLLARD MEADOWS,6580,857,730,3,0,Ward 12,2013
3114,10,POLLARD MEADOWS,6580,857,730,4,0,Ward 12,2013
3114,11,POLLARD MEADOWS,6580,857,730,4,0,Ward 12,2013
3114,12,POLLARD MEADOWS,6580,857,730,4,0,Ward 12,2013
197,1,RURAL SOUTH EAST,6660,43,1,1,0,Ward 12,2013
197,2,RURAL SOUTH EAST,6660,43,1,1,0,Ward 12,2013
197,3,RURAL SOUTH EAST,6660,43,1,1,0,Ward 12,2013
197,4,RURAL SOUTH EAST,6660,43,1,2,0,Ward 12,2013
197,5,RURAL SOUTH EAST,6660,43,1,2,0,Ward 12,2013
197,6,RURAL SOUTH EAST,6660,43,1,2,0,Ward 12,2013
197,7,RURAL SOUTH EAST,6660,43,1,3,0,Ward 12,2013
197,8,RURAL SOUTH EAST,6660,43,1,3,0,Ward 12,2013
197,9,RURAL SOUTH EAST,6660,43,1,3,0,Ward 12,2013
197,10,RURAL SOUTH EAST,6660,43,1,4,0,Ward 12,2013
197,11,RURAL SOUTH EAST,6660,43,1,4,0,Ward 12,2013
197,12,RURAL SOUTH EAST,6660,43,1,4,0,Ward 12,2013
3103,1,CHARLESWORTH,6661,424,642,1,0,Ward 12,2013
3103,2,CHARLESWORTH,6661,424,642,1,0,Ward 12,2013
3103,3,CHARLESWORTH,6661,424,642,1,0,Ward 12,2013
3103,4,CHARLESWORTH,6661,424,642,2,0,Ward 12,2013
3103,5,CHARLESWORTH,6661,424,642,2,0,Ward 12,2013
3103,6,CHARLESWORTH,6661,424,642,2,0,Ward 12,2013
3103,7,CHARLESWORTH,6661,424,642,3,0,Ward 12,2013
3103,8,CHARLESWORTH,6661,424,642,3,0,Ward 12,2013
3103,9,CHARLESWORTH,6661,424,642,3,0,Ward 12,2013
3103,10,CHARLESWORTH,6661,424,642,4,0,Ward 12,2013
3103,11,CHARLESWORTH,6661,424,642,4,0,Ward 12,2013
3103,12,CHARLESWORTH,6661,424,642,4,0,Ward 12,2013
3026,1,WALKER,6662,283,1115,1,0,Ward 12,2013
3026,2,WALKER,6662,283,1115,1,0,Ward 12,2013
3026,3,WALKER,6662,283,1115,1,0,Ward 12,2013
3026,4,WALKER,6662,283,1115,2,0,Ward 12,2013
3026,5,WALKER,6662,283,1115,2,0,Ward 12,2013
3026,6,WALKER,6662,283,1115,2,0,Ward 12,2013
3026,7,WALKER,6662,283,1115,3,0,Ward 12,2013
3026,8,WALKER,6662,283,1115,3,0,Ward 12,2013
3026,9,WALKER,6662,283,1115,3,0,Ward 12,2013
3026,10,WALKER,6662,283,1115,4,0,Ward 12,2013
3026,11,WALKER,6662,283,1115,4,0,Ward 12,2013
3026,12,WALKER,6662,283,1115,4,0,Ward 12,2013
0,1,ANTHONY HENDAY SOUTHEAST,6665,0,0,1,0,Ward 12,2013
0,2,ANTHONY HENDAY SOUTHEAST,6665,0,0,1,0,Ward 12,2013
