NEIGHBOURHOOD,STRUCTURE_TYPE,OWNED,RENTED,NO_RESPONSE
GLASTONBURY,Single-detached house,1249,46,27
GLASTONBURY,Duplex/triplex/fourplex,241,29,14
GLASTONBURY,Row house,55,6,5
GLASTONBURY,Apartment with 5 or more stories,78,26,4
GLASTONBURY,Apartment with less than 5 stories,91,164,6
GLASTONBURY,Manufactured home/mobile home,0,0,0
GLASTONBURY,Rooming house/collective residence,0,0,0
GLASTONBURY,Hotel or motel,0,0,0
GLASTONBURY,Other residential,0,0,0
GLASTONBURY,No Response,0,0,0
GLENGARRY,Single-detached house,619,67,1
GLENGARRY,Duplex/triplex/fourplex,56,38,0
GLENGARRY,Row house,198,66,0
GLENGARRY,Apartment with 5 or more stories,3,178,2
GLENGARRY,Apartment with less than 5 stories,0,22,1
GLENGARRY,Manufactured home/mobile home,0,0,0
GLENGARRY,Rooming house/collective residence,0,0,0
GLENGARRY,Hotel or motel,0,0,0
GLENGARRY,Other residential,0,0,0
GLENGARRY,No Response,0,0,0
GLENORA,Single-detached house,1005,105,6
GLENORA,Duplex/triplex/fourplex,1,5,0
GLENORA,Row house,0,0,0
GLENORA,Apartment with 5 or more stories,222,59,0
GLENORA,Apartment with less than 5 stories,0,78,0
GLENORA,Manufactured home/mobile home,0,0,0
GLENORA,Rooming house/collective residence,0,0,0
GLENORA,Hotel or motel,0,0,0
GLENORA,Other residential,0,0,0
GLENORA,No Response,0,0,0
GLENWOOD,Single-detached house,773,186,5
GLENWOOD,Duplex/triplex/fourplex,62,20,0
GLENWOOD,Row house,26,3,0
GLENWOOD,Apartment with 5 or more stories,1,180,0
GLENWOOD,Apartment with less than 5 stories,113,751,0
GLENWOOD,Manufactured home/mobile home,0,0,0
GLENWOOD,Rooming house/collective residence,0,0,0
GLENWOOD,Hotel or motel,0,0,0
GLENWOOD,Other residential,0,0,0
GLENWOOD,No Response,0,0,0
GOLD BAR,Single-detached house,800,81,1
GOLD BAR,Duplex/triplex/fourplex,0,4,0
GOLD BAR,Row house,0,206,0
GOLD BAR,Apartment with 5 or more stories,0,0,0
GOLD BAR,Apartment with less than 5 stories,0,36,0
GOLD BAR,Manufactured home/mobile home,0,0,0
GOLD BAR,Rooming house/collective residence,0,0,0
GOLD BAR,Hotel or motel,0,0,0
GOLD BAR,Other residential,0,0,0
GOLD BAR,No Response,0,0,0
GORMAN INDUSTRIAL EAST,Single-detached house,0,0,0
GORMAN INDUSTRIAL EAST,Duplex/triplex/fourplex,0,0,0
GORMAN INDUSTRIAL EAST,Row house,0,0,0
GORMAN INDUSTRIAL EAST,Apartment with 5 or more stories,0,0,0
GORMAN INDUSTRIAL EAST,Apartment with less than 5 stories,0,0,0
GORMAN INDUSTRIAL EAST,Manufactured home/mobile home,0,0,0
GORMAN INDUSTRIAL EAST,Rooming house/collective residence,0,0,0
GORMAN INDUSTRIAL EAST,Hotel or motel,0,0,0
GORMAN INDUSTRIAL EAST,Other residential,0,0,0
GORMAN INDUSTRIAL EAST,No Response,0,0,0
GRANDVIEW HEIGHTS,Single-detached house,332,6,0
GRANDVIEW HEIGHTS,Duplex/triplex/fourplex,0,0,0
GRANDVIEW HEIGHTS,Row house,0,0,0
GRANDVIEW HEIGHTS,Apartment with 5 or more stories,0,0,0
GRANDVIEW HEIGHTS,Apartment with less than 5 stories,0,19,0
GRANDVIEW HEIGHTS,Manufactured home/mobile home,0,0,0
GRANDVIEW HEIGHTS,Rooming house/collective residence,0,0,0
GRANDVIEW HEIGHTS,Hotel or motel,0,0,0
GRANDVIEW HEIGHTS,Other residential,0,0,0
GRANDVIEW HEIGHTS,No Response,0,0,0
GRANVILLE,Single-detached house,0,0,0
GRANVILLE,Duplex/triplex/fourplex,0,0,0
GRANVILLE,Row house,0,0,0
GRANVILLE,Apartment with 5 or more stories,0,0,0
GRANVILLE,Apartment with less than 5 stories,0,0,0
GRANVILLE,Manufactured home/mobile home,0,0,0
GRANVILLE,Rooming house/collective residence,0,0,0
GRANVILLE,Hotel or motel,0,0,0
GRANVILLE,Other residential,0,0,0
GRANVILLE,No Response,0,0,0
GREENFIELD,Single-detached house,1197,82,17
GREENFIELD,Duplex/triplex/fourplex,25,32,7
GREENFIELD,Row house,0,0,0
GREENFIELD,Apartment with 5 or more stories,0,0,0
GREENFIELD,Apartment with less than 5 stories,0,45,0
GREENFIELD,Manufactured home/mobile home,0,0,0
GREENFIELD,Rooming house/collective residence,0,0,0
GREENFIELD,Hotel or motel,0,0,0
GREENFIELD,Other residential,0,0,0
GREENFIELD,No Response,0,0,0
GREENVIEW,Single-detached house,673,46,6
GREENVIEW,Duplex/triplex/fourplex,67,31,2
GREENVIEW,Row house,57,62,2
GREENVIEW,Apartment with 5 or more stories,0,0,0
GREENVIEW,Apartment with less than 5 stories,0,47,0
GREENVIEW,Manufactured home/mobile home,0,0,0
GREENVIEW,Rooming house/collective residence,0,0,0
GREENVIEW,Hotel or motel,0,0,0
GREENVIEW,Other residential,0,0,0
GREENVIEW,No Response,0,0,0
GRIESBACH,Single-detached house,154,193,5
GRIESBACH,Duplex/triplex/fourplex,44,158,1
GRIESBACH,Row house,32,194,3
GRIESBACH,Apartment with 5 or more stories,0,1,0
GRIESBACH,Apartment with less than 5 stories,15,243,0
GRIESBACH,Manufactured home/mobile home,0,0,0
GRIESBACH,Rooming house/collective residence,0,0,0
GRIESBACH,Hotel or motel,0,0,0
GRIESBACH,Other residential,0,0,0
GRIESBACH,No Response,0,0,0
GROVENOR,Single-detached house,689,156,3
GROVENOR,Duplex/triplex/fourplex,40,65,0
GROVENOR,Row house,17,2,0
GROVENOR,Apartment with 5 or more stories,0,0,0
GROVENOR,Apartment with less than 5 stories,0,4,0
GROVENOR,Manufactured home/mobile home,0,0,0
GROVENOR,Rooming house/collective residence,0,0,0
GROVENOR,Hotel or motel,0,0,0
GROVENOR,Other residential,0,0,0
GROVENOR,No Response,0,0,0
HADDOW,Single-detached house,1014,30,4
HADDOW,Duplex/triplex/fourplex,144,24,3
HADDOW,Row house,29,8,1
HADDOW,Apartment with 5 or more stories,138,1,0
HADDOW,Apartment with less than 5 stories,71,38,0
HADDOW,Manufactured home/mobile home,0,0,0
HADDOW,Rooming house/collective residence,0,0,0
HADDOW,Hotel or motel,0,0,0
HADDOW,Other residential,0,0,0
HADDOW,No Response,0,0,0
HAIRSINE,Single-detached house,222,19,0
HAIRSINE,Duplex/triplex/fourplex,57,40,1
HAIRSINE,Row house,282,168,5
HAIRSINE,Apartment with 5 or more stories,0,0,0
HAIRSINE,Apartment with less than 5 stories,43,128,1
HAIRSINE,Manufactured home/mobile home,0,0,0
HAIRSINE,Rooming house/collective residence,0,0,0
HAIRSINE,Hotel or motel,0,0,0
HAIRSINE,Other residential,0,0,0
HAIRSINE,No Response,0,0,0
HAWIN PARK ESTATE INDUSTRIAL,Single-detached house,0,0,0
HAWIN PARK ESTATE INDUSTRIAL,Duplex/triplex/fourplex,0,0,0
HAWIN PARK ESTATE INDUSTRIAL,Row house,0,0,0
HAWIN PARK ESTATE INDUSTRIAL,Apartment with 5 or more stories,0,0,0
HAWIN PARK ESTATE INDUSTRIAL,Apartment with less than 5 stories,0,0,0
HAWIN PARK ESTATE INDUSTRIAL,Manufactured home/mobile home,0,0,0
HAWIN PARK ESTATE INDUSTRIAL,Rooming house/collective residence,0,0,0
HAWIN PARK ESTATE INDUSTRIAL,Hotel or motel,0,0,0
HAWIN PARK ESTATE INDUSTRIAL,Other residential,0,0,0
HAWIN PARK ESTATE INDUSTRIAL,No Response,0,0,0
HAZELDEAN,Single-detached house,709,341,13
HAZELDEAN,Duplex/triplex/fourplex,1,83,0
HAZELDEAN,Row house,0,125,0
HAZELDEAN,Apartment with 5 or more stories,0,0,0
HAZELDEAN,Apartment with less than 5 stories,0,0,0
HAZELDEAN,Manufactured home/mobile home,0,0,0
HAZELDEAN,Rooming house/collective residence,0,0,0
HAZELDEAN,Hotel or motel,0,0,0
HAZELDEAN,Other residential,0,0,0
HAZELDEAN,No Response,0,0,0
HENDERSON ESTATES,Single-detached house,566,1,4
HENDERSON ESTATES,Duplex/triplex/fourplex,43,2,1
HENDERSON ESTATES,Row house,0,0,0
HENDERSON ESTATES,Apartment with 5 or more stories,0,0,0
HENDERSON ESTATES,Apartment with less than 5 stories,0,0,0
HENDERSON ESTATES,Manufactured home/mobile home,0,0,0
HENDERSON ESTATES,Rooming house/collective residence,0,0,0
HENDERSON ESTATES,Hotel or motel,0,0,0
HENDERSON ESTATES,Other residential,0,0,0
HENDERSON ESTATES,No Response,0,0,0
HERITAGE VALLEY AREA,Single-detached house,10,11,0
HERITAGE VALLEY AREA,Duplex/triplex/fourplex,0,0,0
HERITAGE VALLEY AREA,Row house,0,0,0
HERITAGE VALLEY AREA,Apartment with 5 or more stories,0,0,0
HERITAGE VALLEY AREA,Apartment with less than 5 stories,0,0,0
HERITAGE VALLEY AREA,Manufactured home/mobile home,23,0,0
HERITAGE VALLEY AREA,Rooming house/collective residence,0,0,0
HERITAGE VALLEY AREA,Hotel or motel,0,0,0
HERITAGE VALLEY AREA,Other residential,0,0,0
HERITAGE VALLEY AREA,No Response,0,0,0
HIGH PARK,Single-detached house,452,119,12
HIGH PARK,Duplex/triplex/fourplex,1,10,0
HIGH PARK,Row house,0,0,0
HIGH PARK,Apartment with 5 or more stories,0,0,0
HIGH PARK,Apartment with less than 5 stories,0,6,0
HIGH PARK,Manufactured home/mobile home,0,0,0
HIGH PARK,Rooming house/collective residence,0,0,0
HIGH PARK,Hotel or motel,0,4,0
HIGH PARK,Other residential,0,0,0
HIGH PARK,No Response,0,0,0
HIGH PARK INDUSTRIAL,Single-detached house,0,0,0
HIGH PARK INDUSTRIAL,Duplex/triplex/fourplex,0,0,0
HIGH PARK INDUSTRIAL,Row house,0,0,0
HIGH PARK INDUSTRIAL,Apartment with 5 or more stories,0,0,0
HIGH PARK INDUSTRIAL,Apartment with less than 5 stories,0,0,0
HIGH PARK INDUSTRIAL,Manufactured home/mobile home,0,0,0
HIGH PARK INDUSTRIAL,Rooming house/collective residence,0,0,0
HIGH PARK INDUSTRIAL,Hotel or motel,0,0,0
HIGH PARK INDUSTRIAL,Other residential,0,0,0
HIGH PARK INDUSTRIAL,No Response,0,0,0
HIGHLANDS,Single-detached house,852,151,5
HIGHLANDS,Duplex/triplex/fourplex,7,13,0
HIGHLANDS,Row house,0,0,0
HIGHLANDS,Apartment with 5 or more stories,0,0,0
HIGHLANDS,Apartment with less than 5 stories,10,107,0
HIGHLANDS,Manufactured home/mobile home,0,0,0
HIGHLANDS,Rooming house/collective residence,0,0,0
HIGHLANDS,Hotel or motel,0,1,0
HIGHLANDS,Other residential,0,0,0
HIGHLANDS,No Response,0,0,0
HILLVIEW,Single-detached house,684,59,1
HILLVIEW,Duplex/triplex/fourplex,75,23,1
HILLVIEW,Row house,117,160,3
HILLVIEW,Apartment with 5 or more stories,0,0,0
HILLVIEW,Apartment with less than 5 stories,22,213,0
HILLVIEW,Manufactured home/mobile home,0,0,0
HILLVIEW,Rooming house/collective residence,0,0,0
HILLVIEW,Hotel or motel,0,0,0
HILLVIEW,Other residential,0,0,0
HILLVIEW,No Response,0,0,0
HODGSON,Single-detached house,529,20,5
HODGSON,Duplex/triplex/fourplex,63,15,3
HODGSON,Row house,0,0,0
HODGSON,Apartment with 5 or more stories,0,0,0
HODGSON,Apartment with less than 5 stories,221,48,7
HODGSON,Manufactured home/mobile home,0,0,0
HODGSON,Rooming house/collective residence,0,0,0
HODGSON,Hotel or motel,0,0,0
HODGSON,Other residential,0,0,0
HODGSON,No Response,0,0,0
HOLLICK-KENYON,Single-detached house,1159,41,3
HOLLICK-KENYON,Duplex/triplex/fourplex,162,19,1
HOLLICK-KENYON,Row house,1,0,0
HOLLICK-KENYON,Apartment with 5 or more stories,0,0,0
HOLLICK-KENYON,Apartment with less than 5 stories,0,0,0
HOLLICK-KENYON,Manufactured home/mobile home,0,0,0
HOLLICK-KENYON,Rooming house/collective residence,0,0,0
HOLLICK-KENYON,Hotel or motel,0,0,0
HOLLICK-KENYON,Other residential,0,0,0
HOLLICK-KENYON,No Response,0,0,0
HOLYROOD,Single-detached house,859,181,15
HOLYROOD,Duplex/triplex/fourplex,1,167,0
HOLYROOD,Row house,1,67,0
HOLYROOD,Apartment with 5 or more stories,0,95,0
HOLYROOD,Apartment with less than 5 stories,1,151,1
HOLYROOD,Manufactured home/mobile home,0,0,0
HOLYROOD,Rooming house/collective residence,0,0,0
HOLYROOD,Hotel or motel,0,0,0
HOLYROOD,Other residential,2,3,2
HOLYROOD,No Response,0,0,0
HOMESTEADER,Single-detached house,413,35,1
HOMESTEADER,Duplex/triplex/fourplex,104,31,0
HOMESTEADER,Row house,154,312,0
HOMESTEADER,Apartment with 5 or more stories,1,1,0
HOMESTEADER,Apartment with less than 5 stories,3,216,1
HOMESTEADER,Manufactured home/mobile home,0,0,0
HOMESTEADER,Rooming house/collective residence,0,0,0
HOMESTEADER,Hotel or motel,0,0,0
HOMESTEADER,Other residential,0,0,0
HOMESTEADER,No Response,0,0,0
HUDSON,Single-detached house,349,12,13
HUDSON,Duplex/triplex/fourplex,97,16,3
HUDSON,Row house,1,0,0
HUDSON,Apartment with 5 or more stories,0,0,0
HUDSON,Apartment with less than 5 stories,62,106,8
HUDSON,Manufactured home/mobile home,0,0,0
HUDSON,Rooming house/collective residence,0,0,0
HUDSON,Hotel or motel,0,0,0
HUDSON,Other residential,0,0,0
HUDSON,No Response,0,0,0
IDYLWYLDE,Single-detached house,378,156,7
IDYLWYLDE,Duplex/triplex/fourplex,3,21,0
IDYLWYLDE,Row house,0,0,0
IDYLWYLDE,Apartment with 5 or more stories,65,41,0
IDYLWYLDE,Apartment with less than 5 stories,52,210,2
IDYLWYLDE,Manufactured home/mobile home,0,0,0
IDYLWYLDE,Rooming house/collective residence,0,0,0
IDYLWYLDE,Hotel or motel,0,0,0
IDYLWYLDE,Other residential,0,0,0
IDYLWYLDE,No Response,0,0,0
INGLEWOOD,Single-detached house,619,263,3
INGLEWOOD,Duplex/triplex/fourplex,69,134,2
INGLEWOOD,Row house,2,0,0
INGLEWOOD,Apartment with 5 or more stories,2,417,0
INGLEWOOD,Apartment with less than 5 stories,105,1943,4
INGLEWOOD,Manufactured home/mobile home,0,0,0
INGLEWOOD,Rooming house/collective residence,0,1,0
INGLEWOOD,Hotel or motel,0,0,0
INGLEWOOD,Other residential,5,21,2
INGLEWOOD,No Response,0,0,0
JACKSON HEIGHTS,Single-detached house,1063,60,4
JACKSON HEIGHTS,Duplex/triplex/fourplex,91,1,0
JACKSON HEIGHTS,Row house,19,4,0
JACKSON HEIGHTS,Apartment with 5 or more stories,0,0,0
JACKSON HEIGHTS,Apartment with less than 5 stories,0,0,0
JACKSON HEIGHTS,Manufactured home/mobile home,0,0,0
JACKSON HEIGHTS,Rooming house/collective residence,0,0,0
JACKSON HEIGHTS,Hotel or motel,0,0,0
JACKSON HEIGHTS,Other residential,0,0,0
JACKSON HEIGHTS,No Response,0,0,0
JAMIESON PLACE,Single-detached house,1136,63,29
JAMIESON PLACE,Duplex/triplex/fourplex,62,0,9
JAMIESON PLACE,Row house,10,0,0
JAMIESON PLACE,Apartment with 5 or more stories,0,0,0
JAMIESON PLACE,Apartment with less than 5 stories,0,0,0
JAMIESON PLACE,Manufactured home/mobile home,0,0,0
JAMIESON PLACE,Rooming house/collective residence,0,0,0
JAMIESON PLACE,Hotel or motel,0,0,0
JAMIESON PLACE,Other residential,0,0,0
JAMIESON PLACE,No Response,0,0,0
JASPER PARK,Single-detached house,331,102,14
JASPER PARK,Duplex/triplex/fourplex,12,41,0
JASPER PARK,Row house,0,0,0
JASPER PARK,Apartment with 5 or more stories,0,0,0
JASPER PARK,Apartment with less than 5 stories,44,303,2
JASPER PARK,Manufactured home/mobile home,0,1,0
JASPER PARK,Rooming house/collective residence,0,0,0
JASPER PARK,Hotel or motel,0,0,0
JASPER PARK,Other residential,3,3,4
JASPER PARK,No Response,0,0,0
KAMEYOSEK,Single-detached house,269,32,0
KAMEYOSEK,Duplex/triplex/fourplex,0,4,0
KAMEYOSEK,Row house,199,240,4
KAMEYOSEK,Apartment with 5 or more stories,0,73,0
KAMEYOSEK,Apartment with less than 5 stories,5,137,1
KAMEYOSEK,Manufactured home/mobile home,0,0,0
KAMEYOSEK,Rooming house/collective residence,0,0,0
KAMEYOSEK,Hotel or motel,0,0,0
KAMEYOSEK,Other residential,0,0,0
KAMEYOSEK,No Response,0,0,0
KEHEEWIN,Single-detached house,532,40,6
KEHEEWIN,Duplex/triplex/fourplex,25,16,0
KEHEEWIN,Row house,97,26,3
KEHEEWIN,Apartment with 5 or more stories,0,0,0
KEHEEWIN,Apartment with less than 5 stories,281,124,1
KEHEEWIN,Manufactured home/mobile home,0,0,0
KEHEEWIN,Rooming house/collective residence,0,30,0
KEHEEWIN,Hotel or motel,0,0,0
KEHEEWIN,Other residential,2,4,0
KEHEEWIN,No Response,0,0,0
KENILWORTH,Single-detached house,777,71,12
KENILWORTH,Duplex/triplex/fourplex,65,63,0
KENILWORTH,Row house,1,1,0
KENILWORTH,Apartment with 5 or more stories,0,0,0
KENILWORTH,Apartment with less than 5 stories,0,65,0
KENILWORTH,Manufactured home/mobile home,0,0,0
KENILWORTH,Rooming house/collective residence,0,1,0
KENILWORTH,Hotel or motel,0,0,0
KENILWORTH,Other residential,0,0,0
KENILWORTH,No Response,0,0,0
KENSINGTON,Single-detached house,855,120,4
KENSINGTON,Duplex/triplex/fourplex,187,83,1
KENSINGTON,Row house,2,0,0
KENSINGTON,Apartment with 5 or more stories,0,0,0
KENSINGTON,Apartment with less than 5 stories,87,395,0
KENSINGTON,Manufactured home/mobile home,0,0,0
KENSINGTON,Rooming house/collective residence,0,2,0
KENSINGTON,Hotel or motel,0,0,0
KENSINGTON,Other residential,0,0,0
KENSINGTON,No Response,0,0,0
KERNOHAN,Single-detached house,665,45,4
KERNOHAN,Duplex/triplex/fourplex,100,10,0
KERNOHAN,Row house,175,97,0
KERNOHAN,Apartment with 5 or more stories,0,0,0
KERNOHAN,Apartment with less than 5 stories,58,2,0
KERNOHAN,Manufactured home/mobile home,0,0,0
KERNOHAN,Rooming house/collective residence,0,0,0
KERNOHAN,Hotel or motel,0,0,0
KERNOHAN,Other residential,0,0,0
KERNOHAN,No Response,0,0,0
KILDARE,Single-detached house,482,46,0
KILDARE,Duplex/triplex/fourplex,77,22,0
KILDARE,Row house,161,115,10
KILDARE,Apartment with 5 or more stories,0,113,0
KILDARE,Apartment with less than 5 stories,0,104,0
KILDARE,Manufactured home/mobile home,0,0,0
KILDARE,Rooming house/collective residence,0,0,0
KILDARE,Hotel or motel,0,0,0
KILDARE,Other residential,0,0,0
KILDARE,No Response,0,0,0
KILKENNY,Single-detached house,1161,91,1
KILKENNY,Duplex/triplex/fourplex,2,10,0
KILKENNY,Row house,104,95,0
KILKENNY,Apartment with 5 or more stories,0,3,0
KILKENNY,Apartment with less than 5 stories,8,597,1
KILKENNY,Manufactured home/mobile home,0,0,0
KILKENNY,Rooming house/collective residence,0,0,0
KILKENNY,Hotel or motel,0,0,0
KILKENNY,Other residential,0,0,0
KILKENNY,No Response,0,0,0
KILLARNEY,Single-detached house,460,122,1
KILLARNEY,Duplex/triplex/fourplex,145,299,3
KILLARNEY,Row house,0,272,0
KILLARNEY,Apartment with 5 or more stories,0,3,0
KILLARNEY,Apartment with less than 5 stories,2,403,1
KILLARNEY,Manufactured home/mobile home,0,0,0
KILLARNEY,Rooming house/collective residence,0,0,0
KILLARNEY,Hotel or motel,0,0,0
KILLARNEY,Other residential,0,0,0
KILLARNEY,No Response,0,0,0
KING EDWARD PARK,Single-detached house,884,462,21
KING EDWARD PARK,Duplex/triplex/fourplex,70,215,8
KING EDWARD PARK,Row house,0,2,0
KING EDWARD PARK,Apartment with 5 or more stories,0,1,0
KING EDWARD PARK,Apartment with less than 5 stories,54,341,0
KING EDWARD PARK,Manufactured home/mobile home,0,0,0
KING EDWARD PARK,Rooming house/collective residence,0,0,0
KING EDWARD PARK,Hotel or motel,0,0,0
KING EDWARD PARK,Other residential,0,0,0
KING EDWARD PARK,No Response,0,0,0
KINISKI GARDENS,Single-detached house,1831,203,9
KINISKI GARDENS,Duplex/triplex/fourplex,33,5,2
KINISKI GARDENS,Row house,0,0,0
KINISKI GARDENS,Apartment with 5 or more stories,0,0,0
KINISKI GARDENS,Apartment with less than 5 stories,19,59,2
KINISKI GARDENS,Manufactured home/mobile home,0,0,0
KINISKI GARDENS,Rooming house/collective residence,0,0,0
KINISKI GARDENS,Hotel or motel,0,0,0
KINISKI GARDENS,Other residential,0,0,0
KINISKI GARDENS,No Response,0,0,0
KINOKAMAU PLAINS AREA,Single-detached house,35,6,0
KINOKAMAU PLAINS AREA,Duplex/triplex/fourplex,0,0,0
KINOKAMAU PLAINS AREA,Row house,0,0,0
KINOKAMAU PLAINS AREA,Apartment with 5 or more stories,0,0,0
KINOKAMAU PLAINS AREA,Apartment with less than 5 stories,0,0,0
KINOKAMAU PLAINS AREA,Manufactured home/mobile home,0,0,0
KINOKAMAU PLAINS AREA,Rooming house/collective residence,0,0,0
KINOKAMAU PLAINS AREA,Hotel or motel,0,0,0
KINOKAMAU PLAINS AREA,Other residential,0,0,0
KINOKAMAU PLAINS AREA,No Response,0,0,0
KIRKNESS,Single-detached house,592,45,9
KIRKNESS,Duplex/triplex/fourplex,12,3,0
KIRKNESS,Row house,97,105,3
KIRKNESS,Apartment with 5 or more stories,0,0,0
KIRKNESS,Apartment with less than 5 stories,42,422,3
KIRKNESS,Manufactured home/mobile home,0,0,0
KIRKNESS,Rooming house/collective residence,0,0,0
KIRKNESS,Hotel or motel,0,0,0
KIRKNESS,Other residential,0,0,0
KIRKNESS,No Response,0,0,0
KLARVATTEN,Single-detached house,1165,47,14
KLARVATTEN,Duplex/triplex/fourplex,35,14,2
KLARVATTEN,Row house,70,32,0
KLARVATTEN,Apartment with 5 or more stories,0,0,0
KLARVATTEN,Apartment with less than 5 stories,0,0,0
KLARVATTEN,Manufactured home/mobile home,0,0,0
KLARVATTEN,Rooming house/collective residence,0,0,0
KLARVATTEN,Hotel or motel,0,0,0
KLARVATTEN,Other residential,0,0,0
KLARVATTEN,No Response,0,0,0
LA PERLE,Single-detached house,855,78,2
LA PERLE,Duplex/triplex/fourplex,165,65,1
LA PERLE,Row house,37,308,1
LA PERLE,Apartment with 5 or more stories,0,0,0
LA PERLE,Apartment with less than 5 stories,276,140,0
LA PERLE,Manufactured home/mobile home,0,0,0
LA PERLE,Rooming house/collective residence,0,0,0
LA PERLE,Hotel or motel,0,0,0
LA PERLE,Other residential,0,0,0
LA PERLE,No Response,0,0,0
LAGO LINDO,Single-detached house,1163,64,18
LAGO LINDO,Duplex/triplex/fourplex,3,1,0
LAGO LINDO,Row house,75,59,1
LAGO LINDO,Apartment with 5 or more stories,0,0,0
LAGO LINDO,Apartment with less than 5 stories,0,0,0
LAGO LINDO,Manufactured home/mobile home,0,0,0
LAGO LINDO,Rooming house/collective residence,0,0,0
LAGO LINDO,Hotel or motel,0,0,0
LAGO LINDO,Other residential,0,0,0
LAGO LINDO,No Response,0,0,0
LAMBTON INDUSTRIAL,Single-detached house,0,0,0
LAMBTON INDUSTRIAL,Duplex/triplex/fourplex,0,0,0
LAMBTON INDUSTRIAL,Row house,0,0,0
LAMBTON INDUSTRIAL,Apartment with 5 or more stories,0,0,0
LAMBTON INDUSTRIAL,Apartment with less than 5 stories,0,0,0
LAMBTON INDUSTRIAL,Manufactured home/mobile home,0,0,0
LAMBTON INDUSTRIAL,Rooming house/collective residence,0,1,0
LAMBTON INDUSTRIAL,Hotel or motel,0,0,0
LAMBTON INDUSTRIAL,Other residential,0,0,0
LAMBTON INDUSTRIAL,No Response,0,0,0
LANSDOWNE,Single-detached house,322,11,3
LANSDOWNE,Duplex/triplex/fourplex,0,0,0
LANSDOWNE,Row house,0,0,0
LANSDOWNE,Apartment with 5 or more stories,0,59,0
LANSDOWNE,Apartment with less than 5 stories,1,134,1
LANSDOWNE,Manufactured home/mobile home,0,0,0
LANSDOWNE,Rooming house/collective residence,0,0,0
LANSDOWNE,Hotel or motel,0,0,0
LANSDOWNE,Other residential,0,0,0
LANSDOWNE,No Response,0,0,0
LARKSPUR,Single-detached house,1127,65,9
LARKSPUR,Duplex/triplex/fourplex,163,27,5
LARKSPUR,Row house,1,0,0
LARKSPUR,Apartment with 5 or more stories,0,0,0
LARKSPUR,Apartment with less than 5 stories,57,51,13
LARKSPUR,Manufactured home/mobile home,0,0,0
LARKSPUR,Rooming house/collective residence,0,0,0
LARKSPUR,Hotel or motel,0,0,0
LARKSPUR,Other residential,0,0,0
LARKSPUR,No Response,0,0,0
LAUDERDALE,Single-detached house,462,119,15
LAUDERDALE,Duplex/triplex/fourplex,80,189,1
LAUDERDALE,Row house,64,80,0
LAUDERDALE,Apartment with 5 or more stories,0,0,0
LAUDERDALE,Apartment with less than 5 stories,10,195,1
LAUDERDALE,Manufactured home/mobile home,0,0,0
LAUDERDALE,Rooming house/collective residence,0,0,0
LAUDERDALE,Hotel or motel,0,0,0
LAUDERDALE,Other residential,0,0,0
LAUDERDALE,No Response,0,0,0
LAURIER HEIGHTS,Single-detached house,836,28,8
LAURIER HEIGHTS,Duplex/triplex/fourplex,0,0,0
LAURIER HEIGHTS,Row house,0,0,0
LAURIER HEIGHTS,Apartment with 5 or more stories,0,0,0
LAURIER HEIGHTS,Apartment with less than 5 stories,1,272,0
LAURIER HEIGHTS,Manufactured home/mobile home,0,0,0
LAURIER HEIGHTS,Rooming house/collective residence,0,0,0
LAURIER HEIGHTS,Hotel or motel,0,0,0
LAURIER HEIGHTS,Other residential,30,4,0
LAURIER HEIGHTS,No Response,0,0,0
LEE RIDGE,Single-detached house,340,22,2
LEE RIDGE,Duplex/triplex/fourplex,72,81,2
LEE RIDGE,Row house,175,127,1
LEE RIDGE,Apartment with 5 or more stories,0,1,0
LEE RIDGE,Apartment with less than 5 stories,1,114,0
LEE RIDGE,Manufactured home/mobile home,76,8,4
LEE RIDGE,Rooming house/collective residence,0,0,0
LEE RIDGE,Hotel or motel,0,0,0
LEE RIDGE,Other residential,0,0,0
LEE RIDGE,No Response,0,0,0
LEGER,Single-detached house,570,34,13
LEGER,Duplex/triplex/fourplex,96,15,1
LEGER,Row house,15,3,0
LEGER,Apartment with 5 or more stories,0,0,0
LEGER,Apartment with less than 5 stories,0,0,0
LEGER,Manufactured home/mobile home,0,0,0
LEGER,Rooming house/collective residence,0,0,0
LEGER,Hotel or motel,0,0,0
LEGER,Other residential,0,0,0
LEGER,No Response,0,0,0
LENDRUM PLACE,Single-detached house,538,54,6
LENDRUM PLACE,Duplex/triplex/fourplex,0,1,0
LENDRUM PLACE,Row house,0,0,0
LENDRUM PLACE,Apartment with 5 or more stories,0,0,0
LENDRUM PLACE,Apartment with less than 5 stories,1,219,1
LENDRUM PLACE,Manufactured home/mobile home,0,0,0
LENDRUM PLACE,Rooming house/collective residence,0,0,0
LENDRUM PLACE,Hotel or motel,0,0,0
LENDRUM PLACE,Other residential,0,0,0
LENDRUM PLACE,No Response,0,0,0
LEWIS FARMS INDUSTRIAL,Single-detached house,22,8,0
LEWIS FARMS INDUSTRIAL,Duplex/triplex/fourplex,0,0,0
LEWIS FARMS INDUSTRIAL,Row house,0,0,0
LEWIS FARMS INDUSTRIAL,Apartment with 5 or more stories,0,0,0
LEWIS FARMS INDUSTRIAL,Apartment with less than 5 stories,0,0,0
LEWIS FARMS INDUSTRIAL,Manufactured home/mobile home,2,0,0
LEWIS FARMS INDUSTRIAL,Rooming house/collective residence,0,0,0
LEWIS FARMS INDUSTRIAL,Hotel or motel,0,1,0
