SCHOOL_NAME,ADDRESS,POSTAL_CODE,WARD,WEBSITE,PHONE_NUMBER,FAX_NUMBER,EMAIL_ADDRESS,GRADE_LEVEL,PROGRAMS,AB_SCHOOL_NUMBER,GRADES_OFFERED,LATITUDE,LONGITUDE,LOCATION
Talmud Torah,6320 172 Street NW,T5T6H1,E,http://talmud.epsb.ca,7804879290,7804819790,talmudt@epsb.ca,"Elementary, Junior",Hebrew Bilingual (K-9),7911,Kindergarten to Grade 9,53.4993385,-113.6209867,"(53.4993385, -113.6209867)"
T. D. Baker,1750 Mill Woods Road East NW,T6L5C5,I,http://tdbaker.epsb.ca,7804625496,7804508560,tdbaker@epsb.ca,Junior,"Regular Program (7-9), Behaviour & Learning Assistance (7-9), Challenge (7-9), Interactions (7-9), Opportunity (7-9)",7570,Grade 7 to Grade 9,53.447439000000003,-113.405997,"(53.447439, -113.405997)"
Tevie Miller Heritage,6240 113 Street NW,T6H3L2,F,http://teviemillerheritage.epsb.ca,7804360465,7804360385,heritage@epsb.ca,Special,"Early Education (Ages 2.5 to 4.5), For students diagnosed with communication delays/disorders",7772,Grade 1 to Grade 6,53.500921699999999,-113.52341079999999,"(53.5009217, -113.5234108)"
Thorncliffe,8215 175 Street NW,T5T0G9,E,http://thorncliffe.epsb.ca,7804872061,7804445150,thorncliffe@epsb.ca,Elementary,"Regular Program (K-6), Behaviour & Learning Assistance (1-6)",7216,Kindergarten to Grade 6,53.515668699999999,-113.6232272,"(53.5156687, -113.6232272)"
Tipaskan,1200 Lakewood Road North NW,T6K4A3,I,http://tipaskan.epsb.ca,7804625031,7804635649,tipaskan@epsb.ca,Elementary,"Regular Program (K-6), Early Learning (Ages 3.5 to 4.5), Interactions (1-6)",7270,Kindergarten to Grade 6,53.463330200000001,-113.4569195,"(53.4633302, -113.4569195)"
Transitions at the Y,10211 105 Street NW,T5J1E3,F,http://outreach.epsb.ca,7804295737,7803772483,transitions.at.y@epsb.ca,Special,"The program serves students who are generally behind in their academics and have inconsistent attendance, as well as pregnant and parenting teens and fourth and fifth year high school students.",325,Special,53.543202000000001,-113.501,"(53.543202, -113.501)"
Velma E. Baker,2845 43A Avenue NW,T6T1J9,G,http://velmaebaker.epsb.ca,7804404088,7804651275,vebaker@epsb.ca,Elementary,Regular Program (K-6),7280,Kindergarten to Grade 6,53.480175899999999,-113.3878124,"(53.4801759, -113.3878124)"
Vernon Barford,32 Fairway Drive NW,T6J2C1,H,http://vbarford.epsb.ca,7804132211,7804344467,vbarford@epsb.ca,Junior,"Regular Program (7-9), Challenge Program (7-9), Literacy (7-9)",7557,Grade 7 to Grade 9,53.472987000000003,-113.5428421,"(53.472987, -113.5428421)"
Victoria,10210 108 Avenue NW,T5H1A8,D,http://victoria-school.ca,7804263010,7804988727,victoria@epsb.ca,"Elementary, Junior, Senior","Regular Program (10-12), IB Primary Years (K-6), IB Middle Years (7-9), IB Certifice (10-12), IB Diploma (10-12), Performing and Visual Arts (K-12)",7055,Kindergarten to Grade 12,53.553022200000001,-113.49576620000001,"(53.5530222, -113.4957662)"
Vimy Ridge Academy,8205 90 Avenue NW,T6C1N8,G,http://vimyridge.epsb.ca,7804655461,7804691198,vimyridge@epsb.ca,"Junior, Senior","Dance (in affiliation with the Edmonton School of Ballet) (7-12), Individual Support (10-12), Sports Alternative (7-12)",7050,Grade 7 to Grade 12,53.5251649,-113.4550876,"(53.5251649, -113.4550876)"
Virginia Park,7324 109 Avenue NW,T5B0A1,D,http://virginiapark.epsb.ca,7804778152,7804791615,virgina@epsb.ca,Elementary,Arts Core (K-6),7177,Kindergarten to Grade 6,53.559766199999999,-113.4495829,"(53.5597662, -113.4495829)"
Waverley,6825 89 Avenue NW,T6B0N3,G,http://waverley.epsb.ca,7804696682,7804653219,waverley@epsb.ca,Elementary,"Regular Program (K-6), Early Education (Ages 2.5 to 4.5)",7189,Kindergarten to Grade 6,53.524254300000003,-113.4325504,"(53.5242543, -113.4325504)"
Weinlos,2911 48 Street NW,T6L5T7,I,http://weinlos.epsb.ca,7804625261,7804613136,weinlos@epsb.ca,Elementary,"Regular Program (K-6), Behaviour & Learning Assistance (1-6), Opportunity (1-6)",7265,Kindergarten to Grade 6,53.460895600000001,-113.41675650000001,"(53.4608956, -113.4167565)"
Westbrook,11915 40 Avenue NW,T6J0S1,H,http://westbrook.epsb.ca,7804384200,7804377110,westbrook@epsb.ca,Elementary,"Regular Program (K-6), Challenge (1-6)",7197,Kindergarten to Grade 6,53.476342799999998,-113.5398337,"(53.4763428, -113.5398337)"
Westglen,10950 127 Street NW,T5M0S7,C,http://westglen.epsb.ca,7804543449,7804543281,westglen@epsb.ca,Elementary,"Regular Program (K-5), International Baccalaureate Middle Years (6)",7542,Kindergarten to Grade 6,53.5554834,-113.5411726,"(53.5554834, -113.5411726)"
Westlawn,9520 165 Street NW,T5P3S4,C,http://westlawn.epsb.ca,7804843456,7804876647,westlawn@epsb.ca,Junior,"Regular Program (7-9), Behaviour & Learning Assistance (7-9), Individual Support (7-9), Strategies (7-9)",7545,Grade 7 to Grade 9,53.5319061,-113.6072838,"(53.5319061, -113.6072838)"
Westminster,13712 104 Avenue NW,T5N0W4,C,http://westminster.epsb.ca,7804524343,7804513866,westminster@epsb.ca,Junior,"Regular Program (7-9), Behaviour & Learning Assistance (7-9), International Baccalaureate Middle Years (7-9), Strategies (7-9)",7543,Grade 7 to Grade 9,53.546214300000003,-113.5580889,"(53.5462143, -113.5580889)"
Westmount,11124 130 Street NW,T5M0J2,C,http://westmount.epsb.ca,7804528350,7804515569,westmount@epsb.ca,Junior,"Regular Program (7-9), Opportunity (7-9)",7544,Grade 7 to Grade 9,53.559302700000003,-113.5462473,"(53.5593027, -113.5462473)"
Windsor Park,8720 118 Street NW,T6G1T5,F,http://windsorpark.epsb.ca,7804333924,7804338523,windsor@epsb.ca,Elementary,Regular Program (K-6),7182,Kindergarten to Grade 6,53.524310499999999,-113.534317,"(53.5243105, -113.534317)"
Winterburn,9527 Winterburn Road NW,T5T5X9,C,http://winterburn.epsb.ca,7804473566,7804472403,winterburn@epsb.ca,"Elementary, Junior",Regular Program (K-9),7569,Kindergarten to Grade 9,53.533784500000003,-113.6889359,"(53.5337845, -113.6889359)"
W. P. Wagner,6310 Wagner Road NW,T6E4N5,G,http://wpwagner.epsb.ca,7804691315,7804666748,wpwagner@epsb.ca,Senior,"Regular Program (10-12), Advanced Placement (10-12), Interactions (10-12), Sports Alternative (10-12)",7057,Grade 10 to Grade 12,53.499326600000003,-113.4494627,"(53.4993266, -113.4494627)"
York,13915 61 Street NW,T5A1P3,B,http://york.epsb.ca,7804766336,7804723512,york@epsb.ca,Elementary,"Regular Program (K-6), Challenge (1-6)",7198,Kindergarten to Grade 6,53.601528899999998,-113.4355371,"(53.6015289, -113.4355371)"
Youngstown,10330 163 Street NW,T5P3N5,C,http://youngstown.epsb.ca,7804894600,7804891117,youngstown@epsb.ca,Elementary,"Regular Program (K-6), Logos Christian (K-6), Early Learning (Ages 3.5-4.5)",7213,Kindergarten to Grade 6,53.545364800000002,-113.60265699999999,"(53.5453648, -113.602657)"
