WARD,Neighbourhood Number,Neighbourhood Name,Canadian Citizen,Permanent Resident,Refugee,Other,No Response,Month,Quarter,Year
WARD 10,5360,RIDEAU PARK,1174,130,0,36,641,2,1,2016
WARD 10,5360,RIDEAU PARK,1174,130,0,36,641,3,1,2016
WARD 10,5360,RIDEAU PARK,1174,130,0,36,641,4,2,2016
WARD 10,5360,RIDEAU PARK,1174,130,0,36,641,5,2,2016
WARD 10,5360,RIDEAU PARK,1174,130,0,36,641,6,2,2016
WARD 10,5360,RIDEAU PARK,1174,130,0,36,641,7,3,2016
WARD 10,5360,RIDEAU PARK,1174,130,0,36,641,8,3,2016
WARD 10,5360,RIDEAU PARK,1174,130,0,36,641,9,3,2016
WARD 10,5360,RIDEAU PARK,1174,130,0,36,641,10,4,2016
WARD 10,5360,RIDEAU PARK,1174,130,0,36,641,11,4,2016
WARD 10,5360,RIDEAU PARK,1174,130,0,36,641,12,4,2016
WARD 9,5130,CARTER CREST,1195,37,0,7,383,1,1,2016
WARD 9,5130,CARTER CREST,1195,37,0,7,383,2,1,2016
WARD 9,5130,CARTER CREST,1195,37,0,7,383,3,1,2016
WARD 9,5130,CARTER CREST,1195,37,0,7,383,4,2,2016
WARD 9,5130,CARTER CREST,1195,37,0,7,383,5,2,2016
WARD 9,5130,CARTER CREST,1195,37,0,7,383,6,2,2016
WARD 9,5130,CARTER CREST,1195,37,0,7,383,7,3,2016
WARD 9,5130,CARTER CREST,1195,37,0,7,383,8,3,2016
WARD 9,5130,CARTER CREST,1195,37,0,7,383,9,3,2016
WARD 9,5130,CARTER CREST,1195,37,0,7,383,10,4,2016
WARD 9,5130,CARTER CREST,1195,37,0,7,383,11,4,2016
WARD 9,5130,CARTER CREST,1195,37,0,7,383,12,4,2016
WARD 8,6550,OTTEWELL,4082,120,0,26,1501,1,1,2016
WARD 8,6550,OTTEWELL,4082,120,0,26,1501,2,1,2016
WARD 8,6550,OTTEWELL,4082,120,0,26,1501,3,1,2016
WARD 8,6550,OTTEWELL,4082,120,0,26,1501,4,2,2016
WARD 8,6550,OTTEWELL,4082,120,0,26,1501,5,2,2016
WARD 8,6550,OTTEWELL,4082,120,0,26,1501,6,2,2016
WARD 8,6550,OTTEWELL,4082,120,0,26,1501,7,3,2016
WARD 8,6550,OTTEWELL,4082,120,0,26,1501,8,3,2016
WARD 8,6550,OTTEWELL,4082,120,0,26,1501,9,3,2016
WARD 8,6550,OTTEWELL,4082,120,0,26,1501,10,4,2016
WARD 8,6550,OTTEWELL,4082,120,0,26,1501,11,4,2016
WARD 8,6550,OTTEWELL,4082,120,0,26,1501,12,4,2016
WARD 1,4473,HAWKS RIDGE,261,16,3,0,128,1,1,2016
WARD 1,4473,HAWKS RIDGE,261,16,3,0,128,2,1,2016
WARD 1,4473,HAWKS RIDGE,261,16,3,0,128,3,1,2016
WARD 1,4473,HAWKS RIDGE,261,16,3,0,128,4,2,2016
WARD 1,4473,HAWKS RIDGE,261,16,3,0,128,5,2,2016
WARD 1,4473,HAWKS RIDGE,261,16,3,0,128,6,2,2016
WARD 1,4473,HAWKS RIDGE,261,16,3,0,128,7,3,2016
WARD 1,4473,HAWKS RIDGE,261,16,3,0,128,8,3,2016
WARD 1,4473,HAWKS RIDGE,261,16,3,0,128,9,3,2016
WARD 1,4473,HAWKS RIDGE,261,16,3,0,128,10,4,2016
WARD 1,4473,HAWKS RIDGE,261,16,3,0,128,11,4,2016
WARD 1,4473,HAWKS RIDGE,261,16,3,0,128,12,4,2016
WARD 7,1130,ELMWOOD PARK,644,44,2,3,400,1,1,2016
WARD 7,1130,ELMWOOD PARK,644,44,2,3,400,2,1,2016
WARD 7,1130,ELMWOOD PARK,644,44,2,3,400,3,1,2016
WARD 7,1130,ELMWOOD PARK,644,44,2,3,400,4,2,2016
WARD 7,1130,ELMWOOD PARK,644,44,2,3,400,5,2,2016
WARD 7,1130,ELMWOOD PARK,644,44,2,3,400,6,2,2016
WARD 7,1130,ELMWOOD PARK,644,44,2,3,400,7,3,2016
WARD 7,1130,ELMWOOD PARK,644,44,2,3,400,8,3,2016
WARD 7,1130,ELMWOOD PARK,644,44,2,3,400,9,3,2016
WARD 7,1130,ELMWOOD PARK,644,44,2,3,400,10,4,2016
WARD 7,1130,ELMWOOD PARK,644,44,2,3,400,11,4,2016
WARD 7,1130,ELMWOOD PARK,644,44,2,3,400,12,4,2016
WARD 5,4720,GLASTONBURY,4375,216,7,34,1761,1,1,2016
WARD 5,4720,GLASTONBURY,4375,216,7,34,1761,2,1,2016
WARD 5,4720,GLASTONBURY,4375,216,7,34,1761,3,1,2016
WARD 5,4720,GLASTONBURY,4375,216,7,34,1761,4,2,2016
WARD 5,4720,GLASTONBURY,4375,216,7,34,1761,5,2,2016
WARD 5,4720,GLASTONBURY,4375,216,7,34,1761,6,2,2016
WARD 5,4720,GLASTONBURY,4375,216,7,34,1761,7,3,2016
WARD 5,4720,GLASTONBURY,4375,216,7,34,1761,8,3,2016
WARD 5,4720,GLASTONBURY,4375,216,7,34,1761,9,3,2016
WARD 5,4720,GLASTONBURY,4375,216,7,34,1761,10,4,2016
WARD 5,4720,GLASTONBURY,4375,216,7,34,1761,11,4,2016
WARD 5,4720,GLASTONBURY,4375,216,7,34,1761,12,4,2016
WARD 8,6061,CAPILANO,2452,40,0,3,39,1,1,2016
WARD 8,6061,CAPILANO,2452,40,0,3,39,2,1,2016
WARD 8,6061,CAPILANO,2452,40,0,3,39,3,1,2016
WARD 8,6061,CAPILANO,2452,40,0,3,39,4,2,2016
WARD 8,6061,CAPILANO,2452,40,0,3,39,5,2,2016
WARD 8,6061,CAPILANO,2452,40,0,3,39,6,2,2016
WARD 8,6061,CAPILANO,2452,40,0,3,39,7,3,2016
WARD 8,6061,CAPILANO,2452,40,0,3,39,8,3,2016
WARD 8,6061,CAPILANO,2452,40,0,3,39,9,3,2016
WARD 8,6061,CAPILANO,2452,40,0,3,39,10,4,2016
WARD 8,6061,CAPILANO,2452,40,0,3,39,11,4,2016
WARD 8,6061,CAPILANO,2452,40,0,3,39,12,4,2016
WARD 9,5577,GLENRIDDING AREA,791,168,2,17,396,1,1,2016
WARD 9,5577,GLENRIDDING AREA,791,168,2,17,396,2,1,2016
WARD 9,5577,GLENRIDDING AREA,791,168,2,17,396,3,1,2016
WARD 9,5577,GLENRIDDING AREA,791,168,2,17,396,4,2,2016
WARD 9,5577,GLENRIDDING AREA,791,168,2,17,396,5,2,2016
WARD 9,5577,GLENRIDDING AREA,791,168,2,17,396,6,2,2016
WARD 9,5577,GLENRIDDING AREA,791,168,2,17,396,7,3,2016
WARD 9,5577,GLENRIDDING AREA,791,168,2,17,396,8,3,2016
WARD 9,5577,GLENRIDDING AREA,791,168,2,17,396,9,3,2016
WARD 9,5577,GLENRIDDING AREA,791,168,2,17,396,10,4,2016
WARD 9,5577,GLENRIDDING AREA,791,168,2,17,396,11,4,2016
WARD 9,5577,GLENRIDDING AREA,791,168,2,17,396,12,4,2016
WARD 2,3390,ROSSLYN,2389,99,11,14,462,1,1,2016
WARD 2,3390,ROSSLYN,2389,99,11,14,462,2,1,2016
WARD 2,3390,ROSSLYN,2389,99,11,14,462,3,1,2016
WARD 2,3390,ROSSLYN,2389,99,11,14,462,4,2,2016
WARD 2,3390,ROSSLYN,2389,99,11,14,462,5,2,2016
WARD 2,3390,ROSSLYN,2389,99,11,14,462,6,2,2016
WARD 2,3390,ROSSLYN,2389,99,11,14,462,7,3,2016
WARD 2,3390,ROSSLYN,2389,99,11,14,462,8,3,2016
WARD 2,3390,ROSSLYN,2389,99,11,14,462,9,3,2016
WARD 2,3390,ROSSLYN,2389,99,11,14,462,10,4,2016
WARD 2,3390,ROSSLYN,2389,99,11,14,462,11,4,2016
WARD 2,3390,ROSSLYN,2389,99,11,14,462,12,4,2016
WARD 3,3280,LORELEI,2751,329,64,14,976,1,1,2016
WARD 3,3280,LORELEI,2751,329,64,14,976,2,1,2016
WARD 3,3280,LORELEI,2751,329,64,14,976,3,1,2016
WARD 3,3280,LORELEI,2751,329,64,14,976,4,2,2016
WARD 3,3280,LORELEI,2751,329,64,14,976,5,2,2016
WARD 3,3280,LORELEI,2751,329,64,14,976,6,2,2016
WARD 3,3280,LORELEI,2751,329,64,14,976,7,3,2016
WARD 3,3280,LORELEI,2751,329,64,14,976,8,3,2016
WARD 3,3280,LORELEI,2751,329,64,14,976,9,3,2016
WARD 3,3280,LORELEI,2751,329,64,14,976,10,4,2016
WARD 3,3280,LORELEI,2751,329,64,14,976,11,4,2016
WARD 3,3280,LORELEI,2751,329,64,14,976,12,4,2016
WARD 3,2700,SCHONSEE,2337,111,1,12,368,1,1,2016
WARD 3,2700,SCHONSEE,2337,111,1,12,368,2,1,2016
WARD 3,2700,SCHONSEE,2337,111,1,12,368,3,1,2016
WARD 3,2700,SCHONSEE,2337,111,1,12,368,4,2,2016
WARD 3,2700,SCHONSEE,2337,111,1,12,368,5,2,2016
WARD 3,2700,SCHONSEE,2337,111,1,12,368,6,2,2016
WARD 3,2700,SCHONSEE,2337,111,1,12,368,7,3,2016
WARD 3,2700,SCHONSEE,2337,111,1,12,368,8,3,2016
WARD 3,2700,SCHONSEE,2337,111,1,12,368,9,3,2016
WARD 3,2700,SCHONSEE,2337,111,1,12,368,10,4,2016
WARD 3,2700,SCHONSEE,2337,111,1,12,368,11,4,2016
WARD 3,2700,SCHONSEE,2337,111,1,12,368,12,4,2016
WARD 2,3360,RAMPART INDUSTRIAL,0,0,0,0,0,1,1,2016
WARD 2,3360,RAMPART INDUSTRIAL,0,0,0,0,0,2,1,2016
WARD 2,3360,RAMPART INDUSTRIAL,0,0,0,0,0,3,1,2016
WARD 2,3360,RAMPART INDUSTRIAL,0,0,0,0,0,4,2,2016
WARD 2,3360,RAMPART INDUSTRIAL,0,0,0,0,0,5,2,2016
WARD 2,3360,RAMPART INDUSTRIAL,0,0,0,0,0,6,2,2016
WARD 2,3360,RAMPART INDUSTRIAL,0,0,0,0,0,7,3,2016
WARD 2,3360,RAMPART INDUSTRIAL,0,0,0,0,0,8,3,2016
WARD 2,3360,RAMPART INDUSTRIAL,0,0,0,0,0,9,3,2016
WARD 2,3360,RAMPART INDUSTRIAL,0,0,0,0,0,10,4,2016
WARD 2,3360,RAMPART INDUSTRIAL,0,0,0,0,0,11,4,2016
WARD 2,3360,RAMPART INDUSTRIAL,0,0,0,0,0,12,4,2016
WARD 11,6420,MAPLE RIDGE INDUSTRIAL,77,0,0,0,0,1,1,2016
WARD 11,6420,MAPLE RIDGE INDUSTRIAL,77,0,0,0,0,2,1,2016
WARD 11,6420,MAPLE RIDGE INDUSTRIAL,77,0,0,0,0,3,1,2016
WARD 11,6420,MAPLE RIDGE INDUSTRIAL,77,0,0,0,0,4,2,2016
WARD 11,6420,MAPLE RIDGE INDUSTRIAL,77,0,0,0,0,5,2,2016
WARD 11,6420,MAPLE RIDGE INDUSTRIAL,77,0,0,0,0,6,2,2016
WARD 11,6420,MAPLE RIDGE INDUSTRIAL,77,0,0,0,0,7,3,2016
WARD 11,6420,MAPLE RIDGE INDUSTRIAL,77,0,0,0,0,8,3,2016
WARD 11,6420,MAPLE RIDGE INDUSTRIAL,77,0,0,0,0,9,3,2016
WARD 11,6420,MAPLE RIDGE INDUSTRIAL,77,0,0,0,0,10,4,2016
WARD 11,6420,MAPLE RIDGE INDUSTRIAL,77,0,0,0,0,11,4,2016
WARD 11,6420,MAPLE RIDGE INDUSTRIAL,77,0,0,0,0,12,4,2016
WARD 12,6211,ELLERSLIE,3149,458,0,72,1861,1,1,2016
WARD 12,6211,ELLERSLIE,3149,458,0,72,1861,2,1,2016
WARD 12,6211,ELLERSLIE,3149,458,0,72,1861,3,1,2016
WARD 12,6211,ELLERSLIE,3149,458,0,72,1861,4,2,2016
WARD 12,6211,ELLERSLIE,3149,458,0,72,1861,5,2,2016
WARD 12,6211,ELLERSLIE,3149,458,0,72,1861,6,2,2016
WARD 12,6211,ELLERSLIE,3149,458,0,72,1861,7,3,2016
WARD 12,6211,ELLERSLIE,3149,458,0,72,1861,8,3,2016
WARD 12,6211,ELLERSLIE,3149,458,0,72,1861,9,3,2016
WARD 12,6211,ELLERSLIE,3149,458,0,72,1861,10,4,2016
WARD 12,6211,ELLERSLIE,3149,458,0,72,1861,11,4,2016
WARD 12,6211,ELLERSLIE,3149,458,0,72,1861,12,4,2016
WARD 11,6450,MENISA,2306,87,3,6,221,1,1,2016
WARD 11,6450,MENISA,2306,87,3,6,221,2,1,2016
WARD 11,6450,MENISA,2306,87,3,6,221,3,1,2016
WARD 11,6450,MENISA,2306,87,3,6,221,4,2,2016
WARD 11,6450,MENISA,2306,87,3,6,221,5,2,2016
WARD 11,6450,MENISA,2306,87,3,6,221,6,2,2016
WARD 11,6450,MENISA,2306,87,3,6,221,7,3,2016
WARD 11,6450,MENISA,2306,87,3,6,221,8,3,2016
WARD 11,6450,MENISA,2306,87,3,6,221,9,3,2016
WARD 11,6450,MENISA,2306,87,3,6,221,10,4,2016
WARD 11,6450,MENISA,2306,87,3,6,221,11,4,2016
WARD 11,6450,MENISA,2306,87,3,6,221,12,4,2016
WARD 8,5290,MCKERNAN,1788,82,2,116,467,1,1,2016
WARD 8,5290,MCKERNAN,1788,82,2,116,467,2,1,2016
WARD 8,5290,MCKERNAN,1788,82,2,116,467,3,1,2016
WARD 8,5290,MCKERNAN,1788,82,2,116,467,4,2,2016
WARD 8,5290,MCKERNAN,1788,82,2,116,467,5,2,2016
WARD 8,5290,MCKERNAN,1788,82,2,116,467,6,2,2016
WARD 8,5290,MCKERNAN,1788,82,2,116,467,7,3,2016
WARD 8,5290,MCKERNAN,1788,82,2,116,467,8,3,2016
WARD 8,5290,MCKERNAN,1788,82,2,116,467,9,3,2016
WARD 8,5290,MCKERNAN,1788,82,2,116,467,10,4,2016
WARD 8,5290,MCKERNAN,1788,82,2,116,467,11,4,2016
WARD 8,5290,MCKERNAN,1788,82,2,116,467,12,4,2016
WARD 5,4280,LYNNWOOD,1703,468,45,119,945,1,1,2016
WARD 5,4280,LYNNWOOD,1703,468,45,119,945,2,1,2016
WARD 5,4280,LYNNWOOD,1703,468,45,119,945,3,1,2016
WARD 5,4280,LYNNWOOD,1703,468,45,119,945,4,2,2016
WARD 5,4280,LYNNWOOD,1703,468,45,119,945,5,2,2016
WARD 5,4280,LYNNWOOD,1703,468,45,119,945,6,2,2016
WARD 5,4280,LYNNWOOD,1703,468,45,119,945,7,3,2016
WARD 5,4280,LYNNWOOD,1703,468,45,119,945,8,3,2016
WARD 5,4280,LYNNWOOD,1703,468,45,119,945,9,3,2016
WARD 5,4280,LYNNWOOD,1703,468,45,119,945,10,4,2016
WARD 5,4280,LYNNWOOD,1703,468,45,119,945,11,4,2016
WARD 5,4280,LYNNWOOD,1703,468,45,119,945,12,4,2016
WARD 8,6350,KENILWORTH,2226,49,0,21,257,1,1,2016
WARD 8,6350,KENILWORTH,2226,49,0,21,257,2,1,2016
WARD 8,6350,KENILWORTH,2226,49,0,21,257,3,1,2016
WARD 8,6350,KENILWORTH,2226,49,0,21,257,4,2,2016
WARD 8,6350,KENILWORTH,2226,49,0,21,257,5,2,2016
WARD 8,6350,KENILWORTH,2226,49,0,21,257,6,2,2016
WARD 8,6350,KENILWORTH,2226,49,0,21,257,7,3,2016
WARD 8,6350,KENILWORTH,2226,49,0,21,257,8,3,2016
WARD 8,6350,KENILWORTH,2226,49,0,21,257,9,3,2016
WARD 8,6350,KENILWORTH,2226,49,0,21,257,10,4,2016
WARD 8,6350,KENILWORTH,2226,49,0,21,257,11,4,2016
WARD 8,6350,KENILWORTH,2226,49,0,21,257,12,4,2016
WARD 5,4380,ORMSBY PLACE,3124,186,1,31,2022,1,1,2016
WARD 5,4380,ORMSBY PLACE,3124,186,1,31,2022,2,1,2016
WARD 5,4380,ORMSBY PLACE,3124,186,1,31,2022,3,1,2016
WARD 5,4380,ORMSBY PLACE,3124,186,1,31,2022,4,2,2016
WARD 5,4380,ORMSBY PLACE,3124,186,1,31,2022,5,2,2016
WARD 5,4380,ORMSBY PLACE,3124,186,1,31,2022,6,2,2016
WARD 5,4380,ORMSBY PLACE,3124,186,1,31,2022,7,3,2016
WARD 5,4380,ORMSBY PLACE,3124,186,1,31,2022,8,3,2016
WARD 5,4380,ORMSBY PLACE,3124,186,1,31,2022,9,3,2016
WARD 5,4380,ORMSBY PLACE,3124,186,1,31,2022,10,4,2016
WARD 5,4380,ORMSBY PLACE,3124,186,1,31,2022,11,4,2016
WARD 5,4380,ORMSBY PLACE,3124,186,1,31,2022,12,4,2016
WARD 3,2461,CRYSTALLINA NERA EAST,0,0,0,0,0,1,1,2016
WARD 3,2461,CRYSTALLINA NERA EAST,0,0,0,0,0,2,1,2016
WARD 3,2461,CRYSTALLINA NERA EAST,0,0,0,0,0,3,1,2016
WARD 3,2461,CRYSTALLINA NERA EAST,0,0,0,0,0,4,2,2016
WARD 3,2461,CRYSTALLINA NERA EAST,0,0,0,0,0,5,2,2016
WARD 3,2461,CRYSTALLINA NERA EAST,0,0,0,0,0,6,2,2016
WARD 3,2461,CRYSTALLINA NERA EAST,0,0,0,0,0,7,3,2016
WARD 3,2461,CRYSTALLINA NERA EAST,0,0,0,0,0,8,3,2016
WARD 3,2461,CRYSTALLINA NERA EAST,0,0,0,0,0,9,3,2016
WARD 3,2461,CRYSTALLINA NERA EAST,0,0,0,0,0,10,4,2016
WARD 3,2461,CRYSTALLINA NERA EAST,0,0,0,0,0,11,4,2016
WARD 3,2461,CRYSTALLINA NERA EAST,0,0,0,0,0,12,4,2016
WARD 7,1070,CROMDALE,1145,173,20,54,667,1,1,2016
WARD 7,1070,CROMDALE,1145,173,20,54,667,2,1,2016
WARD 7,1070,CROMDALE,1145,173,20,54,667,3,1,2016
WARD 7,1070,CROMDALE,1145,173,20,54,667,4,2,2016
WARD 7,1070,CROMDALE,1145,173,20,54,667,5,2,2016
WARD 7,1070,CROMDALE,1145,173,20,54,667,6,2,2016
WARD 7,1070,CROMDALE,1145,173,20,54,667,7,3,2016
WARD 7,1070,CROMDALE,1145,173,20,54,667,8,3,2016
WARD 7,1070,CROMDALE,1145,173,20,54,667,9,3,2016
WARD 7,1070,CROMDALE,1145,173,20,54,667,10,4,2016
WARD 7,1070,CROMDALE,1145,173,20,54,667,11,4,2016
WARD 7,1070,CROMDALE,1145,173,20,54,667,12,4,2016
WARD 10,5430,ROYAL GARDENS,1956,187,5,52,1193,1,1,2016
WARD 10,5430,ROYAL GARDENS,1956,187,5,52,1193,2,1,2016
WARD 10,5430,ROYAL GARDENS,1956,187,5,52,1193,3,1,2016
WARD 10,5430,ROYAL GARDENS,1956,187,5,52,1193,4,2,2016
WARD 10,5430,ROYAL GARDENS,1956,187,5,52,1193,5,2,2016
WARD 10,5430,ROYAL GARDENS,1956,187,5,52,1193,6,2,2016
WARD 10,5430,ROYAL GARDENS,1956,187,5,52,1193,7,3,2016
WARD 10,5430,ROYAL GARDENS,1956,187,5,52,1193,8,3,2016
WARD 10,5430,ROYAL GARDENS,1956,187,5,52,1193,9,3,2016
WARD 10,5430,ROYAL GARDENS,1956,187,5,52,1193,10,4,2016
WARD 10,5430,ROYAL GARDENS,1956,187,5,52,1193,11,4,2016
WARD 10,5430,ROYAL GARDENS,1956,187,5,52,1193,12,4,2016
WARD 7,2420,KILLARNEY,2654,114,2,18,1564,1,1,2016
WARD 7,2420,KILLARNEY,2654,114,2,18,1564,2,1,2016
WARD 7,2420,KILLARNEY,2654,114,2,18,1564,3,1,2016
WARD 7,2420,KILLARNEY,2654,114,2,18,1564,4,2,2016
WARD 7,2420,KILLARNEY,2654,114,2,18,1564,5,2,2016
WARD 7,2420,KILLARNEY,2654,114,2,18,1564,6,2,2016
WARD 7,2420,KILLARNEY,2654,114,2,18,1564,7,3,2016
WARD 7,2420,KILLARNEY,2654,114,2,18,1564,8,3,2016
WARD 7,2420,KILLARNEY,2654,114,2,18,1564,9,3,2016
WARD 7,2420,KILLARNEY,2654,114,2,18,1564,10,4,2016
WARD 7,2420,KILLARNEY,2654,114,2,18,1564,11,4,2016
WARD 7,2420,KILLARNEY,2654,114,2,18,1564,12,4,2016
WARD 8,5370,RIVER VALLEY MAYFAIR,0,0,0,0,0,1,1,2016
WARD 8,5370,RIVER VALLEY MAYFAIR,0,0,0,0,0,2,1,2016
WARD 8,5370,RIVER VALLEY MAYFAIR,0,0,0,0,0,3,1,2016
WARD 8,5370,RIVER VALLEY MAYFAIR,0,0,0,0,0,4,2,2016
WARD 8,5370,RIVER VALLEY MAYFAIR,0,0,0,0,0,5,2,2016
WARD 8,5370,RIVER VALLEY MAYFAIR,0,0,0,0,0,6,2,2016
WARD 8,5370,RIVER VALLEY MAYFAIR,0,0,0,0,0,7,3,2016
WARD 8,5370,RIVER VALLEY MAYFAIR,0,0,0,0,0,8,3,2016
WARD 8,5370,RIVER VALLEY MAYFAIR,0,0,0,0,0,9,3,2016
WARD 8,5370,RIVER VALLEY MAYFAIR,0,0,0,0,0,10,4,2016
WARD 8,5370,RIVER VALLEY MAYFAIR,0,0,0,0,0,11,4,2016
WARD 8,5370,RIVER VALLEY MAYFAIR,0,0,0,0,0,12,4,2016
WARD 1,4750,ROSENTHAL,397,127,0,11,926,1,1,2016
WARD 1,4750,ROSENTHAL,397,127,0,11,926,2,1,2016
WARD 1,4750,ROSENTHAL,397,127,0,11,926,3,1,2016
WARD 1,4750,ROSENTHAL,397,127,0,11,926,4,2,2016
WARD 1,4750,ROSENTHAL,397,127,0,11,926,5,2,2016
WARD 1,4750,ROSENTHAL,397,127,0,11,926,6,2,2016
WARD 1,4750,ROSENTHAL,397,127,0,11,926,7,3,2016
WARD 1,4750,ROSENTHAL,397,127,0,11,926,8,3,2016
WARD 1,4750,ROSENTHAL,397,127,0,11,926,9,3,2016
WARD 1,4750,ROSENTHAL,397,127,0,11,926,10,4,2016
WARD 1,4750,ROSENTHAL,397,127,0,11,926,11,4,2016
WARD 1,4750,ROSENTHAL,397,127,0,11,926,12,4,2016
WARD 11,6010,ARGYLL,478,8,0,6,285,1,1,2016
WARD 11,6010,ARGYLL,478,8,0,6,285,2,1,2016
WARD 11,6010,ARGYLL,478,8,0,6,285,3,1,2016
WARD 11,6010,ARGYLL,478,8,0,6,285,4,2,2016
WARD 11,6010,ARGYLL,478,8,0,6,285,5,2,2016
WARD 11,6010,ARGYLL,478,8,0,6,285,6,2,2016
WARD 11,6010,ARGYLL,478,8,0,6,285,7,3,2016
WARD 11,6010,ARGYLL,478,8,0,6,285,8,3,2016
WARD 11,6010,ARGYLL,478,8,0,6,285,9,3,2016
WARD 11,6010,ARGYLL,478,8,0,6,285,10,4,2016
WARD 11,6010,ARGYLL,478,8,0,6,285,11,4,2016
WARD 11,6010,ARGYLL,478,8,0,6,285,12,4,2016
WARD 7,2640,RIVER VALLEY HIGHLANDS,0,0,0,0,0,1,1,2016
WARD 7,2640,RIVER VALLEY HIGHLANDS,0,0,0,0,0,2,1,2016
WARD 7,2640,RIVER VALLEY HIGHLANDS,0,0,0,0,0,3,1,2016
WARD 7,2640,RIVER VALLEY HIGHLANDS,0,0,0,0,0,4,2,2016
WARD 7,2640,RIVER VALLEY HIGHLANDS,0,0,0,0,0,5,2,2016
WARD 7,2640,RIVER VALLEY HIGHLANDS,0,0,0,0,0,6,2,2016
WARD 7,2640,RIVER VALLEY HIGHLANDS,0,0,0,0,0,7,3,2016
WARD 7,2640,RIVER VALLEY HIGHLANDS,0,0,0,0,0,8,3,2016
WARD 7,2640,RIVER VALLEY HIGHLANDS,0,0,0,0,0,9,3,2016
WARD 7,2640,RIVER VALLEY HIGHLANDS,0,0,0,0,0,10,4,2016
WARD 7,2640,RIVER VALLEY HIGHLANDS,0,0,0,0,0,11,4,2016
WARD 7,2640,RIVER VALLEY HIGHLANDS,0,0,0,0,0,12,4,2016
WARD 9,5452,MACEWAN,3580,321,4,67,1502,1,1,2016
WARD 9,5452,MACEWAN,3580,321,4,67,1502,2,1,2016
WARD 9,5452,MACEWAN,3580,321,4,67,1502,3,1,2016
WARD 9,5452,MACEWAN,3580,321,4,67,1502,4,2,2016
WARD 9,5452,MACEWAN,3580,321,4,67,1502,5,2,2016
WARD 9,5452,MACEWAN,3580,321,4,67,1502,6,2,2016
WARD 9,5452,MACEWAN,3580,321,4,67,1502,7,3,2016
WARD 9,5452,MACEWAN,3580,321,4,67,1502,8,3,2016
WARD 9,5452,MACEWAN,3580,321,4,67,1502,9,3,2016
WARD 9,5452,MACEWAN,3580,321,4,67,1502,10,4,2016
WARD 9,5452,MACEWAN,3580,321,4,67,1502,11,4,2016
WARD 9,5452,MACEWAN,3580,321,4,67,1502,12,4,2016
WARD 10,5470,STEINHAUER,1699,84,0,27,317,1,1,2016
WARD 10,5470,STEINHAUER,1699,84,0,27,317,2,1,2016
WARD 10,5470,STEINHAUER,1699,84,0,27,317,3,1,2016
WARD 10,5470,STEINHAUER,1699,84,0,27,317,4,2,2016
WARD 10,5470,STEINHAUER,1699,84,0,27,317,5,2,2016
WARD 10,5470,STEINHAUER,1699,84,0,27,317,6,2,2016
WARD 10,5470,STEINHAUER,1699,84,0,27,317,7,3,2016
WARD 10,5470,STEINHAUER,1699,84,0,27,317,8,3,2016
WARD 10,5470,STEINHAUER,1699,84,0,27,317,9,3,2016
WARD 10,5470,STEINHAUER,1699,84,0,27,317,10,4,2016
WARD 10,5470,STEINHAUER,1699,84,0,27,317,11,4,2016
WARD 10,5470,STEINHAUER,1699,84,0,27,317,12,4,2016
WARD 10,5560,WHITEMUD CREEK RAVINE SOUTH,0,0,0,0,0,1,1,2016
WARD 10,5560,WHITEMUD CREEK RAVINE SOUTH,0,0,0,0,0,2,1,2016
WARD 10,5560,WHITEMUD CREEK RAVINE SOUTH,0,0,0,0,0,3,1,2016
WARD 10,5560,WHITEMUD CREEK RAVINE SOUTH,0,0,0,0,0,4,2,2016
WARD 10,5560,WHITEMUD CREEK RAVINE SOUTH,0,0,0,0,0,5,2,2016
WARD 10,5560,WHITEMUD CREEK RAVINE SOUTH,0,0,0,0,0,6,2,2016
WARD 10,5560,WHITEMUD CREEK RAVINE SOUTH,0,0,0,0,0,7,3,2016
WARD 10,5560,WHITEMUD CREEK RAVINE SOUTH,0,0,0,0,0,8,3,2016
WARD 10,5560,WHITEMUD CREEK RAVINE SOUTH,0,0,0,0,0,9,3,2016
WARD 10,5560,WHITEMUD CREEK RAVINE SOUTH,0,0,0,0,0,10,4,2016
WARD 10,5560,WHITEMUD CREEK RAVINE SOUTH,0,0,0,0,0,11,4,2016
WARD 10,5560,WHITEMUD CREEK RAVINE SOUTH,0,0,0,0,0,12,4,2016
WARD 9,4013,ANTHONY HENDAY TERWILLEGAR,0,0,0,0,0,1,1,2016
WARD 9,4013,ANTHONY HENDAY TERWILLEGAR,0,0,0,0,0,2,1,2016
WARD 9,4013,ANTHONY HENDAY TERWILLEGAR,0,0,0,0,0,3,1,2016
WARD 9,4013,ANTHONY HENDAY TERWILLEGAR,0,0,0,0,0,4,2,2016
WARD 9,4013,ANTHONY HENDAY TERWILLEGAR,0,0,0,0,0,5,2,2016
WARD 9,4013,ANTHONY HENDAY TERWILLEGAR,0,0,0,0,0,6,2,2016
WARD 9,4013,ANTHONY HENDAY TERWILLEGAR,0,0,0,0,0,7,3,2016
WARD 9,4013,ANTHONY HENDAY TERWILLEGAR,0,0,0,0,0,8,3,2016
WARD 9,4013,ANTHONY HENDAY TERWILLEGAR,0,0,0,0,0,9,3,2016
WARD 9,4013,ANTHONY HENDAY TERWILLEGAR,0,0,0,0,0,10,4,2016
WARD 9,4013,ANTHONY HENDAY TERWILLEGAR,0,0,0,0,0,11,4,2016
